Bird, MEX, 039bc34c-f534-439f-b30f-0433a6789344, 67, 8848, No update data, 9g3qrr5qwspw
Bird, MEX, 363b3bce-ec38-46da-ab9b-12a488de1d20, 25, 2212, No update data, 9g3qrrjns784
Bird, MEX, aeaa6d1f-a6b8-4f27-906c-3f7f67552425, 80, 11523, No update data, 9g3qrrjnxnsn
Bird, MEX, d0685ddf-8c7e-4272-a04a-5b117359a0a1, 25, 2338, No update data, 9g3qx3f5bn0x
Bird, MEX, 22a153ac-614a-4d57-b1b9-646e91a290f8, 58, 7426, No update data, 9g3qrrrzngmy
Bird, MEX, 11076784-bad0-43d9-8cee-bc627650d4e4, 97, 13588, No update data, 9g3qrr4vygvz
Bird, MEX, da866f5e-5cc4-4322-b74e-eb921de60dc8, 31, 3160, No update data, 9g3qrr2rdcep
Bird, MEX, 05cb93ee-a049-4bc3-9fe5-a49e2a9ac031, 98, 13746, No update data, 9g3qrr4vw1xr
Bird, MEX, a78d033e-c1d4-4d19-a19b-fb48438cd779, 82, 11857, No update data, 9g3qrr4vqzjz
Bird, MEX, 35222656-80f0-40ce-9a4a-2219e68b75a0, 76, 10270, No update data, 9g3qrpxt1fw8
Bird, MEX, 46ee2cc5-62d5-4acc-86c7-d66d6c47d81e, 88, 12859, No update data, 9g3qrr4vqkhk
Bird, MEX, c7842ed3-bf40-4663-8c94-4eb5453b3710, 54, 7181, No update data, 9g3qrpyy077w
Bird, MEX, ab55a202-d92b-4ba4-b6e1-57c4dbeaa3e7, 27, 2528, No update data, 9g3qrr4v3p4p
Bird, MEX, 0b585d7c-d1cc-4d8c-9784-ad5cc1940e60, 70, 9322, No update data, 9g3qrpyxjvun
Bird, MEX, 98fdef63-c833-4ef7-b872-5cff4be4f34b, 52, 6478, No update data, 9g3qrr4v3gb6
Bird, MEX, 0185de75-6f72-4a1e-a7e9-697ed31ecb2a, 80, 10902, No update data, 9g3qrpyxn130
Bird, MEX, d444da05-24ab-400d-9fd9-3c7e35e92ec6, 46, 5845, No update data, 9g3qx91uxm1n
Bird, MEX, 75830915-c9de-4e4c-8599-5f0c7b7969a9, 66, 8690, No update data, 9g3qrr4v3f86
Bird, MEX, 4b416bcb-f3be-448a-bba8-87ad0b3bf320, 40, 4582, No update data, 9g3qrpyu5xrz
Bird, MEX, c724bb63-1df9-414e-99cb-e16545366c4d, 81, 11060, No update data, 9g3qrpywn5z2
Bird, MEX, 5925f5c4-4b86-4f18-8656-618f406f977b, 47, 6012, No update data, 9g3qx98cx31j
Bird, MEX, 86f00d04-f511-48e1-8a58-6b244a007f92, 72, 9638, No update data, 9g3qx98crwsq
Bird, MEX, 3fec8bcd-acb8-4a76-8d90-75346f1108e5, 54, 7181, No update data, 9g3qrxcdk301
Bird, MEX, b28039e5-de03-41cb-8696-4e12bd92fe04, 63, 8216, No update data, 9g3qrrhe2zec
Bird, MEX, 00da2f2e-3a4a-4654-ba80-681f3ae0a1e9, 53, 7014, No update data, 9g3qrxcdwpp8
Bird, MEX, b7c1f9e3-19d6-47ed-a65c-c411670f5ace, 78, 11189, No update data, 9g3qrpyppekn
Bird, MEX, 301966ca-0067-48fa-a913-176fce3347e6, 67, 9352, No update data, 9g3qx0jywsf7
Bird, MEX, 3a18eb2d-7dd8-4565-8646-4b4da6027b61, 69, 9164, No update data, 9g3qrpykdwhg
Bird, MEX, 1c06546c-ba4b-4727-9344-8bec52805492, 72, 9638, No update data, 9g3qrpykncm8
Bird, MEX, fc4951a0-8e22-4be5-9e9c-b2114c78c1ca, 73, 9796, No update data, 9g3qrpy7z7bz
Bird, MEX, 676e8069-30d3-41e5-a3e8-1b7f22f148e3, 82, 11857, No update data, 9g3qrpy7y190
Bird, MEX, c4cb69d3-6686-4405-868e-341e6a96d092, 51, 6680, No update data, 9g3qrpye9cqt
Bird, MEX, 7f87d781-94e9-434a-9d97-239975176780, 61, 7900, No update data, 9g3qrpvz082e
Bird, MEX, f074dee5-8696-4b71-b1cf-7f358aa7648f, 48, 5846, No update data, 9g3qrpye1x7r
Bird, MEX, bbf7bbe6-5664-444c-8841-2358487099d9, 52, 6847, No update data, 9g3qrpvy2pm2
Bird, MEX, a2e3c339-59d0-4109-892b-55441b7e1599, 49, 6346, No update data, 9g3qrpuvfzep
Bird, MEX, e36ff547-5e96-4fde-928f-b48f0b999273, 78, 10586, No update data, 9g3qrpv0qz28
Bird, MEX, 943647a1-1408-4d7f-99a6-78c21ccc51fc, 65, 9018, No update data, 9g3qx0tcesce
Bird, MEX, 8a670af3-d15a-4c51-8211-b1b91b90258c, 47, 5688, No update data, 9g3qx0hmdxhc
Bird, MEX, c3d1ed00-a095-41ee-8348-52291f518970, 45, 5372, No update data, 9g3qx0hq3cwt
Bird, MEX, 9298d57a-1fbc-4de4-855f-0200659b7075, 37, 4342, No update data, 9g3qx0h2cp9z
Bird, MEX, a54f7c44-b554-44f0-94cd-faea4e90c7ad, 51, 6680, No update data, 9g3qx0hhn40y
Bird, MEX, 67ce4335-5957-4c39-b7c0-c8a98f1688d9, 72, 9638, No update data, 9g3qrpqr8q7s
Bird, MEX, 8a9801b3-00e6-4593-a29b-95bdf97c0d52, 35, 4008, No update data, 9g3qrpqtz9kp
Bird, MEX, cc7257e2-1a39-4005-ac1b-ca7dfe818aab, 16, 790, No update data, 9g3qrpr32ym1
Bird, MEX, 2b5b49b8-f1d9-4a29-bb98-665a62e16749, 56, 7110, No update data, 9g3qrpke52k6
Bird, MEX, c75aa426-6129-4c83-ac43-db7c006a4823, 78, 11189, No update data, 9g3qx06ur3bx
Bird, MEX, e60459de-71fc-42a1-8953-cd1e7c9ad612, 76, 10855, No update data, 9g3qrr2dkpzg
Bird, MEX, 73c94b8e-b4ba-4599-90f6-1b0eea5f3cd2, 39, 4424, No update data, 9g3qrr2d51bh
Bird, MEX, 2d3727c4-db77-4c07-900b-79760de542b8, 64, 8851, No update data, 9g3qrppwcegr
Bird, MEX, ef032db4-1893-4bcf-b185-bcb40b2e5962, 78, 10586, No update data, 9g3qrr29ttmy
Bird, MEX, 2d40011d-fbee-4961-a122-c2b0eb436f24, 48, 6179, No update data, 9g3qrr29te2b
Bird, MEX, b2f0fe97-e3fc-4613-9443-b770ef39c79a, 90, 12482, No update data, 9g3qrr29kyzt
Bird, MEX, 8d9341ad-5d2c-4ee1-96ec-b4629dbc22b0, 51, 6320, No update data, 9g3qrr28vhut
Bird, MEX, 574afbd9-69af-4636-b013-609b6cf4b16e, 92, 13527, No update data, 9g3qrr22nc8d
Bird, MEX, b72dfc2d-318f-46d5-ad9f-051af465dbc1, 74, 10521, No update data, 9g3qrpnspff1
Bird, MEX, 1936f6ac-a5aa-423b-9856-067931fce38f, 58, 7426, No update data, 9g3qrr0qxes4
Bird, MEX, 7f4c16cf-77a6-44d2-8e72-51efc9b481b7, 85, 12358, No update data, 9g3qrr2b5e3t
Bird, MEX, 5b27454b-96a8-4a44-896f-eeeed6a19b93, 61, 8350, No update data, 9g3qrr0wy2u7
Bird, MEX, 9b0f53ad-03a7-48d2-9a7a-2fd131e9d735, 42, 4898, No update data, 9g3qrpje4shc
Bird, MEX, 721b8c7f-ff3c-452d-b3c6-2e096c99796d, 33, 3674, No update data, 9g3qx045x2bd
Bird, MEX, 7a085b1a-5dc6-488a-9c39-7d34ac879bcd, 69, 9686, No update data, 9g3qx1h3pz4n
Bird, MEX, bbbe2a25-8913-4d5b-9b02-13d6a69767d6, 69, 9686, No update data, 9g3qx0g7u3w1
Bird, MEX, d1c9f0c9-27d8-4a00-832d-b6eb46aac382, 72, 10187, No update data, 9g3qrr0u7bhf
Bird, MEX, d9a4392b-a6be-4a6c-95b1-95b5937151e6, 93, 13694, No update data, 9g3qrpp8r20f
Bird, MEX, 41dec56f-ffc2-405e-8bce-818dc68761ff, 61, 8350, No update data, 9g3qrpp8pjgv
Bird, MEX, 263fcd25-95e9-49de-bcca-4e45b0dbac8f, 65, 9018, No update data, 9g3qrpp8n0zq
Bird, MEX, b24e7957-5cc4-4647-9d19-fda7d7632645, 94, 13861, No update data, 9g3qrnzxvuuh
Bird, MEX, 458e9181-5e93-4b48-a86f-222a9205a351, 92, 13527, No update data, 9g3qrnzpnksm
Bird, MEX, 1533fb37-fec7-4d63-92a7-00103baf5f7b, 92, 13527, No update data, 9g3qrnzxy3hm
Bird, MEX, fb40af1e-dbca-46a5-a8fa-cc920b4ea833, 74, 10521, No update data, 9g3qrnywzg65
Bird, MEX, cc7b59e8-11b8-4f74-a225-7b9a5b98d978, 96, 13430, No update data, 9g3qrnzpj9tc
Bird, MEX, 06660c44-a0df-4380-a7da-9b5f4da0a13d, 91, 13360, No update data, 9g3qrnzpnd4m
Bird, MEX, b3649b78-b964-4fcc-9da1-7ad457f32f8f, 91, 13360, No update data, 9g3qrr0fdhuf
Bird, MEX, 2f578472-a2d3-4ee7-9b00-c7681b6e85e4, 94, 13861, No update data, 9g3qrr0fd7cu
Bird, MEX, 4a6b8c91-3f88-4711-b0b8-9090f4415701, 90, 12482, No update data, 9g3qrr0fdsv4
Bird, MEX, a94c874b-87d6-43a2-8ace-acc793f8023c, 90, 13193, No update data, 9g3qrr0fdge4
Bird, MEX, 2b21574e-85e3-4587-b315-16d6ab54a5c6, 65, 9018, No update data, 9g3qx0gq669s
Bird, MEX, 3216c57b-c50b-401f-a98e-6a78d5d4efb6, 96, 14195, No update data, 9g3qrr0f6w21
Bird, MEX, f32c8d18-17c7-4441-beba-a50a10891c4e, 96, 14195, No update data, 9g3qrr0f6wt5
Bird, MEX, 35867891-ad77-4cf0-befd-d8e1640d42ad, 93, 13694, No update data, 9g3qrr0f0f7z
Bird, MEX, f518d3db-c112-4039-beb3-4a96ae0b27ce, 99, 14696, No update data, 9g3qrr0f12bq
Bird, MEX, 1211cb12-5bdd-43ff-a6ce-6d4b4125b5f6, 93, 13694, No update data, 9g3qrr0cb4j7
Bird, MEX, ee7a2c29-1396-4547-8dd6-55acdb2281c1, 97, 14362, No update data, 9g3qrr0c9y2k
Bird, MEX, ff21006b-8547-4524-ac33-65db37873889, 70, 9853, No update data, 9g3qrnyvdv7n
Bird, MEX, 64cae318-cfaa-4be1-b0df-c5d7649891f4, 52, 6847, No update data, 9g3qrnyvdesf
Bird, MEX, 68546939-c4a5-4d72-8fbf-b530a41080d0, 90, 13193, No update data, 9g3qrnyvd7rb
Bird, MEX, f862db05-d71a-4e77-a29e-0c15616b5266, 66, 9185, No update data, 9g3qrr087w9e
Bird, MEX, 46585769-144c-492f-b99e-5a5a04dfbb7f, 92, 13527, No update data, 9g3qrnyvqyte
Bird, MEX, a817d0cf-1ce3-4000-a485-9dd0757293c5, 60, 7742, No update data, 9g3qrr14kskm
Bird, MEX, ae915359-4b8c-4a6c-9b6a-8c36c2366c34, 33, 3674, No update data, 9g3qrnuzfjhw
Bird, MEX, e4a0c366-92be-48de-a432-6ddc2e67b8d7, 69, 9686, No update data, 9g3qrnyvmkdx
Bird, MEX, 5debc39c-bf81-482d-8566-904f4c0a650a, 96, 14195, No update data, 9g3qrnyvm4s6
Bird, MEX, f20f7f2f-68f8-4c37-b3a6-6b184abe3861, 97, 14362, No update data, 9g3qrnyvjns2
Bird, MEX, 75efce8c-5b27-4c39-b6ca-a9d56788d4ce, 55, 7348, No update data, 9g3qrnzj61hb
Bird, MEX, dc8dba17-4285-46c5-8c88-cd9cbe3bbe33, 71, 10020, No update data, 9g3qrnyvn515
Bird, MEX, b551eb88-38fe-4566-8c51-1ec22a1e91bf, 98, 14529, No update data, 9g3qrnyvjdmz
Bird, MEX, e6bc1e42-5762-414a-b087-26f042eab0f7, 98, 14529, No update data, 9g3qrnyvn4rr
Bird, MEX, 7e0ccd37-0dee-45cc-ae51-5139373c894e, 87, 12008, No update data, 9g3qrnzk1b26
Bird, MEX, 47d3b535-07bb-4d98-a669-c2893e58df78, 58, 7849, No update data, 9g3qrr1gspgj
Bird, MEX, 908c7aa7-259b-46d3-b766-1f0d0c0c9a2b, 97, 14362, No update data, 9g3qrr4h2nbt
Bird, MEX, f032288f-37a6-46ef-b20e-d7e5ad13eae6, 70, 9322, No update data, 9g3qrr1gsduq
Bird, MEX, 4264bc09-9c81-4eaa-90f5-cd6d9b218b08, 72, 10187, No update data, 9g3qrr4h1jfj
Bird, MEX, 2b05bea0-e9b9-43aa-a5dc-0aadddd64f6e, 91, 13360, No update data, 9g3qrr4h160m
Bird, MEX, 3663f4d3-cf36-4268-8bf4-4e4ef402f7bd, 63, 8684, No update data, 9g3qrnvhnbvt
Bird, MEX, af0ba080-0ee2-4bbb-a870-ef741738356a, 84, 11534, No update data, 9g3qrqcq7wrc
Bird, MEX, 8e4d4c71-6998-40b0-b6ed-527a7781013a, 78, 10586, No update data, 9g3qrny0v5sk
Bird, MEX, ae303c05-feb3-4a63-8980-cc97f36640e3, 60, 8183, No update data, 9g3qrr4u6tbp
Bird, MEX, 357f172e-3366-409d-a608-d8ad321c80bf, 84, 11534, No update data, 9g3qx146qkv3
Bird, MEX, c3d59c69-25b2-4fc2-94cd-2bf08cf0a4b2, 46, 5530, No update data, 9g3qrnxzvzkh
Bird, MEX, e7ee2eaa-69e6-40ae-be29-101ab65530c0, 89, 13026, No update data, 9g3qrnxzy7uq
Bird, MEX, 6822dd61-2af5-4c4a-92c2-f80b537a77ad, 36, 4175, No update data, 9g3qrqc49cnd
Bird, MEX, 09dd1bf9-07aa-41ec-adc7-95b66cbd9a8e, 61, 8350, No update data, 9g3qrqcs7s9x
Bird, MEX, 62adaf05-d614-4bda-9980-d0aab506be7c, 35, 4008, No update data, 9g3qrqb82n29
Bird, MEX, ff08c337-9388-4dfb-8432-ae067fe973a9, 58, 7426, No update data, 9g3qrqc4mk6v
Bird, MEX, 26da91de-03a4-44f4-9754-7e52944c3bb0, 47, 6012, No update data, 9g3qrnxyuvzd
Bird, MEX, 3dbd76f3-b031-46dd-986f-acbe06c7013d, 51, 6320, No update data, 9g3qrnszegk8
Bird, MEX, 3a43788c-d2a0-42ab-9eae-88024e1ba956, 88, 12166, No update data, 9g3qrnszdjsx
Bird, MEX, 98786eda-555c-40e6-bf8b-3267829f0f69, 88, 12859, No update data, 9g3qrnxy24v7
Bird, MEX, 5d4b2e1f-5244-4480-acac-38c181882ff1, 88, 12166, No update data, 9g3qrnszq9dk
Bird, MEX, c3f75dcb-94e1-4197-a9df-85c4feb37863, 87, 12008, No update data, 9g3qrqcd0jvs
Bird, MEX, 9a54ef30-998f-40fc-84b7-0998dab3472d, 60, 8183, No update data, 9g3qrnxtkfze
Bird, MEX, dc906e05-5f2f-4e9d-9499-cf7701f58089, 87, 12692, No update data, 9g3qrq8q3622
Bird, MEX, ed8ee543-96fd-464a-98d0-179831a1936d, 64, 8851, No update data, 9g3qrnsy56kx
Bird, MEX, cad27dc1-f7c6-4ecd-9509-e741272581fd, 83, 11376, No update data, 9g3qrnwk14cc
Bird, MEX, aff522ac-3ae6-4e65-ae9a-fc0c1c09672b, 36, 4175, No update data, 9g3qrnsvu6wn
Bird, MEX, dfc3c227-072e-44cc-b94d-8a6651bf732c, 80, 11523, No update data, 9g3qrnsr61kd
Bird, MEX, bd5dc621-cd77-4b4e-b870-3a0fc22ecfec, 82, 11857, No update data, 9g3qrnsqcf07
Bird, MEX, ba9bae22-5a72-4c9a-b1e6-37afd85d1b18, 61, 7900, No update data, 9g3qrnsqb7es
Bird, MEX, 7f908544-b93d-4efb-9019-06f3766754bd, 62, 8517, No update data, 9g3qrnstt92u
Bird, MEX, 7f6ca25f-4431-43c0-afbe-55f6c819c345, 35, 4008, No update data, 9g3qx16dw00z
Bird, MEX, e63bfe54-3792-4c92-9f0d-6da07eee8d5e, 51, 6680, No update data, 9g3qx14phpdc
Bird, MEX, d3d30294-911b-470f-92c2-59075c86cd9c, 80, 10902, No update data, 9g3qrqfs5999
Bird, MEX, 15d090f9-b970-4bec-8cb2-ad2aadfe2f27, 75, 10112, No update data, 9g3qrnt6b1jm
Bird, MEX, 1b95e532-e0b1-4e8c-9a11-92c10aa178b5, 65, 8532, No update data, 9g3qrqfu9y8m
Bird, MEX, a44849b7-e317-4f29-a7cf-80836e1a0282, 81, 11690, No update data, 9g3qx8m9s7q9
Bird, MEX, 0ebd9cef-4f57-4442-af27-285f5cb4d475, 85, 11692, No update data, 9g3qx8m9sxgx
Bird, MEX, ca019c39-a598-4fa6-804a-1233cf533acf, 64, 8374, No update data, 9g3qx8q66xvk
Bird, MEX, 5e96286c-7e92-4b8b-8946-de81bac77dbd, 79, 10744, No update data, 9g3qx8qmgjwf
Bird, MEX, e859a633-41fe-4c9c-ba0d-82a48343374a, 100, 14062, No update data, 9g3qx8su3442
Bird, MEX, de97088e-f0bd-46b9-b66b-4d39d37bfdd2, 70, 9853, No update data, 9g3qx87cfdv2
Bird, MEX, e61f7a71-df46-42ce-baeb-610678e607f6, 58, 7426, No update data, 9g3qrxy2fgdm
Bird, MEX, 10406565-e3c1-46d9-bb3f-93976306f3f1, 72, 10187, No update data, 9g3qrxuhmu5k
Bird, MEX, 5296d66b-f76d-40b5-a6cf-71d6025a8453, 53, 7014, No update data, 9g3qrxsvgj89
Bird, MEX, a767b199-0ac1-4dde-9d1d-ba731d4a9a77, 82, 11857, No update data, 9g3qx8e7kde7
Bird, MEX, 27e52e5b-a05c-49b8-8f87-e27bef8cc787, 66, 9185, No update data, 9g3qx8e50nvu
Bird, MEX, 80cffa4e-1e1f-4fa2-80b0-c3e05f8f12b5, 62, 8517, No update data, 9g3qx8yruje6
Bird, MEX, 80c9e71f-099e-4dd9-b4c0-0aceff1475a4, 78, 10586, No update data, 9g3qrxs91u8v
Bird, MEX, 0b039720-260b-4854-b19d-c50ab1bd34a2, 87, 12008, No update data, 9g3qrxg507fb
Bird, MEX, 797c4a37-d1a8-43f4-82be-bcbbcdb2baad, 56, 7515, No update data, 9g3qx86d1u2s
Bird, MEX, 156af633-d926-4bef-a07c-3bc1567cd12e, 88, 12859, No update data, 9g3qx8zxdkr2
Bird, MEX, e30def9d-1d96-4930-9ed9-4103da5ef1f0, 63, 8684, No update data, 9g3qx8dxsj5q
Bird, MEX, 324ff998-6ef6-4c14-8546-598ebe99d6a0, 46, 5845, No update data, 9g3qrxdgn8fy
Bird, MEX, 7bb26456-039c-4052-b83e-219c719524e5, 37, 4342, No update data, 9g3qrxm417mt
Bird, MEX, 9df74596-1369-44cf-b977-d283a04e5080, 48, 5846, No update data, 9g3qx956zbr9
Bird, MEX, 0dc85aee-c2af-47be-8b51-0bbc2e1cc15d, 100, 14062, No update data, 9g3qrxrd6hhh
Bird, MEX, 8594d00b-8b7c-4790-9323-0b5b30a46d8b, 53, 7014, No update data, 9g3qx8ft3cqu
Bird, MEX, 16de82e7-c8ca-4d94-a9b0-944b549183af, 36, 4175, No update data, 9g3qrxk2gtwb
Bird, MEX, bbccbd2e-3c0e-49a1-a981-01010782a04b, 93, 13694, No update data, 9g3qrx77yezz
Bird, MEX, ff405599-35e1-48a2-b376-24ffc1f69e11, 49, 6004, No update data, 9g3qrxhzd1ez
Bird, MEX, 28d0c46c-fe16-42ca-85c8-f57c3387e102, 69, 9686, No update data, 9g3qrxjwem7y
Bird, MEX, de25db19-1275-4743-9c9c-7860f81d0d95, 62, 8517, No update data, 9g3qrxjw7pnz
Bird, MEX, 9fe895b3-0bfd-40e7-9899-16e0e9b661f6, 100, 14062, No update data, 9g3qrxnzmm75
Bird, MEX, 2dd1beef-5b39-4cf1-8c4b-83aa3d4ad1f9, 73, 9796, No update data, 9g3qrxjkjhuz
Bird, MEX, 60fc6355-da9d-4e39-af7b-599dd8aa9e87, 51, 6320, No update data, 9g3qrx5wvg53
Bird, MEX, aaede11e-3a41-45d8-aed3-f2f3ab4932fa, 76, 10270, No update data, 9g3qrx9cftt3
Bird, MEX, 31d82f3c-5fda-4cba-a039-83f23941f731, 66, 8690, No update data, 9g3qrx9buw7r
Bird, MEX, 9ed88c6e-7ab8-4ef2-8fb8-107c1deca27a, 97, 13588, No update data, 9g3qrx9km82j
Bird, MEX, e8ed213e-2255-48dc-88ad-1d970ef84512, 56, 7515, No update data, 9g3qx9rj626r
Bird, MEX, 0437b540-0711-46ce-9074-032b928ef35d, 71, 10020, No update data, 9g3qx9qnc56m
Bird, MEX, b234a4fa-6a5d-4898-8142-f64bb59ea8cb, 60, 7742, No update data, 9g3qrxh63046
Bird, MEX, 715d07cc-dd0c-4c9f-8e08-832f6f12da06, 93, 13694, No update data, 9g3qrx5enhzx
Bird, MEX, 6e6eea1f-a407-4301-b10b-459ac872f4fa, 70, 9322, No update data, 9g3qrx63cb89
Bird, MEX, e8e0200f-b141-4874-9299-c061400a29ee, 93, 12956, No update data, 9g3qrx5dxgfs
Bird, MEX, f1500252-bcd5-410d-87ff-68cb9ed1f8b9, 97, 13588, No update data, 9g3qrx5f2x91
Bird, MEX, 6febb32b-1283-4eb6-b4af-9c88d8005294, 93, 13694, No update data, 9g3qrx5f4rph
Bird, MEX, 309b22b6-36cb-44e9-8d08-059421cd4921, 60, 7742, No update data, 9g3qrwvp8zuj
Bird, MEX, 3cd2c859-ae09-41b5-94a3-eb19e02efdc6, 98, 13746, No update data, 9g3qrwvpebv1
Bird, MEX, 3d714eea-557e-4b43-baa4-3de82296e865, 90, 13193, No update data, 9g3qrx5f0pvb
Bird, MEX, 72e4b636-06ec-449c-b189-197fe291ae27, 96, 13430, No update data, 9g3qrx5dpcxd
Bird, MEX, ca2e0c38-8a25-406c-b88b-48a890636e2e, 15, 668, No update data, 9g3qrx61u0g7
Bird, MEX, e3366f15-f27b-4db8-af60-fcf135d34aa7, 48, 6179, No update data, 9g3qrx3cqw6c
Bird, MEX, 4fbaa7e9-a1ea-49ac-b454-16b6f6bd2790, 67, 9352, No update data, 9g3qrwgzvugk
Bird, MEX, 56f1ff43-cd45-443e-9df6-3c3568753d9b, 87, 12692, No update data, 9g3qrx3pt3xz
Bird, MEX, 18b1e6f9-e9dc-4269-b766-1f409d65c4ee, 91, 13360, No update data, 9g3qrx3pt5uu
Bird, MEX, edb93372-095f-4870-bea1-7ef186a1b8c8, 98, 13746, No update data, 9g3qrx3bdtv2
Bird, MEX, 64d7f118-619e-4b8e-9e3d-39d081cfba8a, 72, 9638, No update data, 9g3qrx39mw85
Bird, MEX, f4f69255-dfb2-4ced-9aa2-3113728fd7c1, 96, 14195, No update data, 9g3qrx4crm35
Bird, MEX, d563e036-909c-43dc-9f63-a2d57f8b4ab2, 96, 14195, No update data, 9g3qrx4crdk2
Bird, MEX, 2e77dff5-9cbb-454c-9a78-c11f184e1dc2, 84, 11534, No update data, 9g3qx93bv0kc
Bird, MEX, 078a0e9f-6798-4b00-b50d-48165dda2a34, 98, 14529, No update data, 9g3qrx50c5r7
Bird, MEX, e08e5a54-2daf-4575-bf65-d5f04f7ba600, 49, 6346, No update data, 9g3qrx49h7qm
Bird, MEX, 20a474be-5237-4980-b1ba-be4b9fac582d, 79, 11356, No update data, 9g3qrwfzx9kk
Bird, MEX, c9d41ea4-c113-4274-9db1-44b974453e13, 58, 7849, No update data, 9g3qrx4b4qx1
Bird, MEX, 0afa10d0-8b19-4fb1-b1e8-c1565f472a24, 83, 12024, No update data, 9g3qrwfzwgq0
Bird, MEX, d4676766-3cc4-4085-a2dd-59e177984277, 45, 5678, No update data, 9g3qrwfzbmdb
Bird, MEX, da8c6704-89b3-4823-9e49-b74c5235a53d, 70, 9853, No update data, 9g3qx9wnh38k
Bird, MEX, a9251900-d974-4357-846d-c26c1804dc6b, 97, 14362, No update data, 9g3qrx2x2zs1
Bird, MEX, b4446ba0-48a8-42e9-8877-730af0667c1e, 60, 7742, No update data, 9g3qx9xjb8xk
Bird, MEX, 7b2bf765-28e0-4104-8323-87aa6df148ed, 88, 12859, No update data, 9g3qrx2x2fk0
Bird, MEX, 71e32e6a-31bb-4767-b6b6-6d3f2f1d3954, 78, 11189, No update data, 9g3qrx2w9zyy
Bird, MEX, 5ba7e27f-91bf-4fcb-b4df-42bbbf04fb38, 76, 10270, No update data, 9g3qx9tzu1e6
Bird, MEX, 7a3955e2-ae6f-4a97-b62a-307646cc4bb6, 62, 8058, No update data, 9g3qrwg5v4hg
Bird, MEX, bfad5365-3d43-417a-bd84-77e5a3716450, 52, 6847, No update data, 9g3qx9d2yxfb
Bird, MEX, 3e030acc-8f3d-4168-aafd-9bdce64a85d8, 65, 9018, No update data, 9g3qrx1bxc6s
Bird, MEX, a9308dfa-1e4d-4b19-a6b9-e708f49e0654, 99, 13904, No update data, 9g3qrx1bwbqp
Bird, MEX, 9e4df24c-30a0-4e39-802d-3721f533b149, 94, 13861, No update data, 9g3qrx1brfr8
Bird, MEX, dcd0007a-a699-4801-bc6f-c9ed221dea7f, 88, 12166, No update data, 9g3qrwfpp56v
Bird, MEX, f6e6d818-f6d2-4c32-9b23-4269cec27170, 98, 13746, No update data, 9g3qrx1bqtzz
Bird, MEX, e5036827-2489-4803-99f7-53e0da61126a, 98, 13746, No update data, 9g3qrx1bqp93
Bird, MEX, 8675e9ba-7701-4215-86e1-5bdb9b7c52bb, 64, 8851, No update data, 9g3qx9dddkx4
Bird, MEX, 4e354143-f73e-42bd-adeb-6a406551784b, 48, 5846, No update data, 9g3qrwspj8ym
Bird, MEX, c8414d54-6fcb-4519-a711-f49554876e7f, 52, 6478, No update data, 9g3qrx0gn8pb
Bird, MEX, 2887b590-d9c6-4ccc-956a-a5367352b4a8, 84, 11534, No update data, 9g3qrx0rju51
Bird, MEX, d49d5ca8-b2be-49c1-bb76-542d534a6858, 89, 13026, No update data, 9g3qrwfb2yuj
Bird, MEX, b4790cdb-6489-4d10-bb1b-ae5e4358542f, 44, 5511, No update data, 9g3qrx0g1hp3
Bird, MEX, dc256ebf-dd65-4713-add3-5f13fe077912, 48, 6179, No update data, 9g3qrwshmvgr
Bird, MEX, f078b50a-da9b-4d68-abf5-547d814f2555, 44, 5214, No update data, 9g3qrwcqk5e2
Bird, MEX, c19cf4e5-be37-4e17-b587-29a39f13c255, 61, 8350, No update data, 9g3qrweur4e1
Bird, MEX, 51b6fae2-9abe-43eb-8bdd-64a102f88ed7, 53, 7014, No update data, 9g3qrweuphgn
Bird, MEX, 4521f509-3ab8-411e-b85f-25d32938794d, 63, 8216, No update data, 9g3qrwem9eef
Bird, MEX, f2783f40-78ea-4bd9-b3b8-edc7c4387221, 52, 6847, No update data, 9g3qrwtf54qz
Bird, MEX, 79b69aea-d9e5-4113-a70c-fbb36f81d70c, 67, 8848, No update data, 9g3qrwcmen8m
Bird, MEX, afa8c2d3-670e-4802-bb16-b179c54e35fa, 84, 11534, No update data, 9g3qrwcnmjhc
Bird, MEX, f5faf0a5-07c1-4618-98f1-48fdfa0d7c9c, 81, 11060, No update data, 9g3qrwcnkmyr
Bird, MEX, 05e1e739-2621-441b-962b-677608860b68, 76, 10855, No update data, 9g3qrwcjv35j
Bird, MEX, ab246f26-5f73-4dc9-8f18-42c839e243a2, 51, 6680, No update data, 9g3qrwcj9u88
Bird, MEX, 7ac3fbd9-816a-46ea-9001-14f0a5535fa9, 98, 13746, No update data, 9g3qrwcj9d58
Bird, MEX, f862f0bd-6ca1-4a23-974c-e01457945100, 92, 12798, No update data, 9g3qrwbvpkr7
Bird, MEX, 774eded8-cf75-4f66-9c5c-0ce43eee5c7f, 99, 13904, No update data, 9g3qrws2smwx
Bird, MEX, 8fa447b8-51bd-497f-b59a-9111c5ff6cdb, 94, 13114, No update data, 9g3qrwbuzzrs
Bird, MEX, d8baed10-c794-4ad8-810d-0f52e237c43a, 90, 12482, No update data, 9g3qrwchbd2v
Bird, MEX, 5c5b8722-5ee0-4c7a-ada3-dee1b6de28f8, 97, 14362, No update data, 9g3qrws2s1eq
