Bird, MEX, dafef4cf-3561-479a-8441-26ccd467a160, 57, 7268, No update data, 9g3qrrhzyzty
Bird, MEX, 91cf59d6-14b0-4a46-8002-b820f5e53ca8, 55, 6952, No update data, 9g3qrrm8g42m
Bird, MEX, 53fa1d4d-1f37-404f-8cb0-dab509a69fa7, 58, 7426, No update data, 9g3qx8cu48mk
Bird, MEX, 962206dd-82b5-4881-b26a-7b678546ba9d, 42, 4898, No update data, 9g3qx81tr6r3
Bird, MEX, 1acfaf02-8a82-4144-964c-c6c7bb75c29c, 71, 9480, No update data, 9g3qrr5z7trg
Bird, MEX, 3b993380-e438-485d-bedf-fe2863fb803e, 100, 14062, No update data, 9g3qrr5zk5e0
Bird, MEX, ca1f835a-93b4-4075-a803-5b1c3d935b15, 96, 13430, No update data, 9g3qrr5zk4gh
Bird, MEX, 363b3bce-ec38-46da-ab9b-12a488de1d20, 26, 2370, No update data, 9g3qrrjpmwq1
Bird, MEX, dd9c6468-a020-4f8c-9e13-ecd57fd67b7c, 37, 4342, No update data, 9g3qrpxvr6x4
Bird, MEX, aeaa6d1f-a6b8-4f27-906c-3f7f67552425, 80, 11523, No update data, 9g3qrrjpjzu3
Bird, MEX, 22a153ac-614a-4d57-b1b9-646e91a290f8, 58, 7426, No update data, 9g3qrrrzz7r7
Bird, MEX, d0685ddf-8c7e-4272-a04a-5b117359a0a1, 21, 1670, No update data, 9g3qx3f5810t
Bird, MEX, 039bc34c-f534-439f-b30f-0433a6789344, 69, 9164, No update data, 9g3qrr5mxud2
Bird, MEX, 0b585d7c-d1cc-4d8c-9784-ad5cc1940e60, 70, 9322, No update data, 9g3qrpyz6wkf
Bird, MEX, c7842ed3-bf40-4663-8c94-4eb5453b3710, 54, 7181, No update data, 9g3qrpyzc6b0
Bird, MEX, 46ee2cc5-62d5-4acc-86c7-d66d6c47d81e, 88, 12859, No update data, 9g3qrr5jbnjs
Bird, MEX, 0185de75-6f72-4a1e-a7e9-697ed31ecb2a, 80, 10902, No update data, 9g3qx0n8pgf0
Bird, MEX, 3f09e6fb-619d-4136-8c64-50402f6f57cd, 64, 8851, No update data, 9g3qrpyz0d0w
Bird, MEX, c724bb63-1df9-414e-99cb-e16545366c4d, 81, 11060, No update data, 9g3qrpywz7zp
Bird, MEX, b7c1f9e3-19d6-47ed-a65c-c411670f5ace, 79, 11356, No update data, 9g3qrpyr052q
Bird, MEX, 301966ca-0067-48fa-a913-176fce3347e6, 67, 9352, No update data, 9g3qx0nn8wwz
Bird, MEX, 676e8069-30d3-41e5-a3e8-1b7f22f148e3, 82, 11857, No update data, 9g3qrpykvpsr
Bird, MEX, 4b416bcb-f3be-448a-bba8-87ad0b3bf320, 27, 2528, No update data, 9g3qrpyuuq1j
Bird, MEX, f074dee5-8696-4b71-b1cf-7f358aa7648f, 48, 5846, No update data, 9g3qrpyssmc1
Bird, MEX, b518329c-a749-4af0-baed-ba6fe82f67dc, 63, 8216, No update data, 9g3qrpyueus9
Bird, MEX, fc4951a0-8e22-4be5-9e9c-b2114c78c1ca, 74, 9954, No update data, 9g3qrpys20j7
Bird, MEX, 1c06546c-ba4b-4727-9344-8bec52805492, 72, 9638, No update data, 9g3qrpys128j
Bird, MEX, c4cb69d3-6686-4405-868e-341e6a96d092, 52, 6847, No update data, 9g3qrpy7yhr3
Bird, MEX, 3a18eb2d-7dd8-4565-8646-4b4da6027b61, 70, 9322, No update data, 9g3qrpyebbm0
Bird, MEX, 7f87d781-94e9-434a-9d97-239975176780, 61, 7900, No update data, 9g3qrpvz0buz
Bird, MEX, bbf7bbe6-5664-444c-8841-2358487099d9, 52, 6847, No update data, 9g3qrpvy0enu
Bird, MEX, a2e3c339-59d0-4109-892b-55441b7e1599, 49, 6346, No update data, 9g3qrpuy52st
Bird, MEX, e36ff547-5e96-4fde-928f-b48f0b999273, 78, 10586, No update data, 9g3qrpv0wvb8
Bird, MEX, 943647a1-1408-4d7f-99a6-78c21ccc51fc, 66, 9185, No update data, 9g3qx0tcsf16
Bird, MEX, 35222656-80f0-40ce-9a4a-2219e68b75a0, 76, 10270, No update data, 9g3qrpxs9f03
Bird, MEX, c3d1ed00-a095-41ee-8348-52291f518970, 45, 5372, No update data, 9g3qx0hq7jqk
Bird, MEX, 8a670af3-d15a-4c51-8211-b1b91b90258c, 47, 5688, No update data, 9g3qx0hmdph9
Bird, MEX, 9298d57a-1fbc-4de4-855f-0200659b7075, 38, 4509, No update data, 9g3qx0h28wwx
Bird, MEX, 1c1721cf-b582-4e33-9e73-4b374ed44798, 55, 7348, No update data, 9g3qx0hq81jk
Bird, MEX, 67ce4335-5957-4c39-b7c0-c8a98f1688d9, 72, 9638, No update data, 9g3qrpqr2xyg
Bird, MEX, 8a9801b3-00e6-4593-a29b-95bdf97c0d52, 35, 4008, No update data, 9g3qrpqubkgt
Bird, MEX, da866f5e-5cc4-4322-b74e-eb921de60dc8, 31, 3160, No update data, 9g3qrr2rcbys
Bird, MEX, cc7257e2-1a39-4005-ac1b-ca7dfe818aab, 16, 790, No update data, 9g3qrpr31xg3
Bird, MEX, 2d3727c4-db77-4c07-900b-79760de542b8, 64, 8851, No update data, 9g3qrppx2pjr
Bird, MEX, 73c94b8e-b4ba-4599-90f6-1b0eea5f3cd2, 40, 4582, No update data, 9g3qrr2d3wgm
Bird, MEX, c75aa426-6129-4c83-ac43-db7c006a4823, 79, 11356, No update data, 9g3qx06uqfbt
Bird, MEX, 2b5b49b8-f1d9-4a29-bb98-665a62e16749, 57, 7268, No update data, 9g3qrpkdbdqt
Bird, MEX, e60459de-71fc-42a1-8953-cd1e7c9ad612, 78, 11189, No update data, 9g3qrr2dh8k6
Bird, MEX, 652043b6-9f46-458f-8ccb-6ba6ab3c4188, 76, 10270, No update data, 9g3qrppw3pd1
Bird, MEX, ef032db4-1893-4bcf-b185-bcb40b2e5962, 76, 10270, No update data, 9g3qrr29udkm
Bird, MEX, 2d40011d-fbee-4961-a122-c2b0eb436f24, 49, 6346, No update data, 9g3qrr29tx2f
Bird, MEX, 574afbd9-69af-4636-b013-609b6cf4b16e, 92, 13527, No update data, 9g3qrr22n9dd
Bird, MEX, 1936f6ac-a5aa-423b-9856-067931fce38f, 58, 7426, No update data, 9g3qrr0qxtu0
Bird, MEX, 5b27454b-96a8-4a44-896f-eeeed6a19b93, 61, 8350, No update data, 9g3qrr0w7j01
Bird, MEX, 7f4c16cf-77a6-44d2-8e72-51efc9b481b7, 85, 12358, No update data, 9g3qrr0znkk7
Bird, MEX, 721b8c7f-ff3c-452d-b3c6-2e096c99796d, 33, 3674, No update data, 9g3qx045wu0x
Bird, MEX, 9b0f53ad-03a7-48d2-9a7a-2fd131e9d735, 42, 4898, No update data, 9g3qrpjddqru
Bird, MEX, 7a085b1a-5dc6-488a-9c39-7d34ac879bcd, 69, 9686, No update data, 9g3qx1h3p6bg
Bird, MEX, d1c9f0c9-27d8-4a00-832d-b6eb46aac382, 73, 10354, No update data, 9g3qrr0u55qm
Bird, MEX, bbbe2a25-8913-4d5b-9b02-13d6a69767d6, 70, 9853, No update data, 9g3qx0gk97th
Bird, MEX, d9a4392b-a6be-4a6c-95b1-95b5937151e6, 94, 13861, No update data, 9g3qrpp8nrhk
Bird, MEX, 41dec56f-ffc2-405e-8bce-818dc68761ff, 62, 8517, No update data, 9g3qrnzxvyhh
Bird, MEX, b24e7957-5cc4-4647-9d19-fda7d7632645, 96, 14195, No update data, 9g3qrnzxyj1n
Bird, MEX, 263fcd25-95e9-49de-bcca-4e45b0dbac8f, 65, 9018, No update data, 9g3qrnzxyjpq
Bird, MEX, 458e9181-5e93-4b48-a86f-222a9205a351, 93, 13694, No update data, 9g3qrnzpnrkq
Bird, MEX, cc7b59e8-11b8-4f74-a225-7b9a5b98d978, 96, 13430, No update data, 9g3qrnzpnn90
Bird, MEX, 06660c44-a0df-4380-a7da-9b5f4da0a13d, 92, 13527, No update data, 9g3qrnzpnj31
Bird, MEX, 1533fb37-fec7-4d63-92a7-00103baf5f7b, 92, 13527, No update data, 9g3qrnzxy01p
Bird, MEX, 2b21574e-85e3-4587-b315-16d6ab54a5c6, 65, 9018, No update data, 9g3qx0gq4ze0
Bird, MEX, 4a6b8c91-3f88-4711-b0b8-9090f4415701, 90, 12482, No update data, 9g3qrr0fd9mj
Bird, MEX, 2f578472-a2d3-4ee7-9b00-c7681b6e85e4, 94, 13861, No update data, 9g3qrr0f6xb5
Bird, MEX, f32c8d18-17c7-4441-beba-a50a10891c4e, 96, 14195, No update data, 9g3qrr0f6q3c
Bird, MEX, fb40af1e-dbca-46a5-a8fa-cc920b4ea833, 75, 10688, No update data, 9g3qrnywwbmx
Bird, MEX, a94c874b-87d6-43a2-8ace-acc793f8023c, 90, 13193, No update data, 9g3qrr0f6k1u
Bird, MEX, b3649b78-b964-4fcc-9da1-7ad457f32f8f, 92, 13527, No update data, 9g3qrr0f61kf
Bird, MEX, 1211cb12-5bdd-43ff-a6ce-6d4b4125b5f6, 94, 13861, No update data, 9g3qrr0f065t
Bird, MEX, 3216c57b-c50b-401f-a98e-6a78d5d4efb6, 96, 14195, No update data, 9g3qrr0f60hf
Bird, MEX, 35867891-ad77-4cf0-befd-d8e1640d42ad, 94, 13861, No update data, 9g3qrr0cbpmk
Bird, MEX, f518d3db-c112-4039-beb3-4a96ae0b27ce, 99, 14696, No update data, 9g3qrr0f0beu
Bird, MEX, ee7a2c29-1396-4547-8dd6-55acdb2281c1, 97, 14362, No update data, 9g3qrr0cc78m
Bird, MEX, ff21006b-8547-4524-ac33-65db37873889, 71, 10020, No update data, 9g3qrnyy59xc
Bird, MEX, 64cae318-cfaa-4be1-b0df-c5d7649891f4, 52, 6847, No update data, 9g3qrnyvf7rg
Bird, MEX, 68546939-c4a5-4d72-8fbf-b530a41080d0, 90, 13193, No update data, 9g3qrnyvc30j
Bird, MEX, a817d0cf-1ce3-4000-a485-9dd0757293c5, 60, 7742, No update data, 9g3qrr14espy
Bird, MEX, 5debc39c-bf81-482d-8566-904f4c0a650a, 96, 14195, No update data, 9g3qrnyvkyr9
Bird, MEX, ae915359-4b8c-4a6c-9b6a-8c36c2366c34, 34, 3841, No update data, 9g3qrnuzcrmh
Bird, MEX, e6bc1e42-5762-414a-b087-26f042eab0f7, 98, 14529, No update data, 9g3qrnyvm7f9
Bird, MEX, dc8dba17-4285-46c5-8c88-cd9cbe3bbe33, 71, 10020, No update data, 9g3qrnyvme2z
Bird, MEX, e4a0c366-92be-48de-a432-6ddc2e67b8d7, 69, 9686, No update data, 9g3qrnyvkdk2
Bird, MEX, 46585769-144c-492f-b99e-5a5a04dfbb7f, 92, 13527, No update data, 9g3qrnyvq4x6
Bird, MEX, 75efce8c-5b27-4c39-b6ca-a9d56788d4ce, 56, 7515, No update data, 9g3qrnzj1qb4
Bird, MEX, b551eb88-38fe-4566-8c51-1ec22a1e91bf, 99, 14696, No update data, 9g3qrnyvh391
Bird, MEX, f20f7f2f-68f8-4c37-b3a6-6b184abe3861, 97, 14362, No update data, 9g3qrnyvh2cj
Bird, MEX, 47d3b535-07bb-4d98-a669-c2893e58df78, 58, 7849, No update data, 9g3qrr1gexrc
Bird, MEX, 4264bc09-9c81-4eaa-90f5-cd6d9b218b08, 73, 10354, No update data, 9g3qrr1upz6q
Bird, MEX, f032288f-37a6-46ef-b20e-d7e5ad13eae6, 67, 8848, No update data, 9g3qrr1gs0g1
Bird, MEX, 908c7aa7-259b-46d3-b766-1f0d0c0c9a2b, 97, 14362, No update data, 9g3qrr1upu67
Bird, MEX, 2b05bea0-e9b9-43aa-a5dc-0aadddd64f6e, 92, 13527, No update data, 9g3qrr4h144j
Bird, MEX, 3663f4d3-cf36-4268-8bf4-4e4ef402f7bd, 63, 8684, No update data, 9g3qrnvhnp3n
Bird, MEX, af0ba080-0ee2-4bbb-a870-ef741738356a, 84, 11534, No update data, 9g3qrqcqufrt
Bird, MEX, 8e4d4c71-6998-40b0-b6ed-527a7781013a, 78, 10586, No update data, 9g3qrny1n8d7
Bird, MEX, 98fdef63-c833-4ef7-b872-5cff4be4f34b, 52, 6478, No update data, 9g3qrr4v2zgg
Bird, MEX, ab55a202-d92b-4ba4-b6e1-57c4dbeaa3e7, 27, 2528, No update data, 9g3qrr4vd33v
Bird, MEX, 75830915-c9de-4e4c-8599-5f0c7b7969a9, 67, 8848, No update data, 9g3qrr4v1z0m
Bird, MEX, a78d033e-c1d4-4d19-a19b-fb48438cd779, 83, 12024, No update data, 9g3qrr4vyext
Bird, MEX, 11076784-bad0-43d9-8cee-bc627650d4e4, 97, 13588, No update data, 9g3qrr4vxpgv
Bird, MEX, 05cb93ee-a049-4bc3-9fe5-a49e2a9ac031, 99, 13904, No update data, 9g3qrr4vzf47
Bird, MEX, e7ee2eaa-69e6-40ae-be29-101ab65530c0, 89, 13026, No update data, 9g3qrnzbjuk5
Bird, MEX, ae303c05-feb3-4a63-8980-cc97f36640e3, 60, 8183, No update data, 9g3qrr4u455e
Bird, MEX, 09dd1bf9-07aa-41ec-adc7-95b66cbd9a8e, 61, 8350, No update data, 9g3qrqcscb83
Bird, MEX, c3d59c69-25b2-4fc2-94cd-2bf08cf0a4b2, 46, 5530, No update data, 9g3qrnzbjbk1
Bird, MEX, 6822dd61-2af5-4c4a-92c2-f80b537a77ad, 37, 4342, No update data, 9g3qrqbfqumt
Bird, MEX, ff08c337-9388-4dfb-8432-ae067fe973a9, 60, 7742, No update data, 9g3qrqc472hd
Bird, MEX, 357f172e-3366-409d-a608-d8ad321c80bf, 85, 11692, No update data, 9g3qx147v6f9
Bird, MEX, 98786eda-555c-40e6-bf8b-3267829f0f69, 89, 13026, No update data, 9g3qrnxwxtsp
Bird, MEX, 26da91de-03a4-44f4-9754-7e52944c3bb0, 48, 6179, No update data, 9g3qrnxyvjs8
Bird, MEX, 62adaf05-d614-4bda-9980-d0aab506be7c, 35, 4008, No update data, 9g3qrq8x8xyv
Bird, MEX, 3dbd76f3-b031-46dd-986f-acbe06c7013d, 49, 6004, No update data, 9g3qrnszmhh7
Bird, MEX, dc906e05-5f2f-4e9d-9499-cf7701f58089, 87, 12692, No update data, 9g3qrq8qvwmy
Bird, MEX, 06b450e6-b3c8-4356-abb6-be315c26e07b, 62, 8517, No update data, 9g3qrq8qu6qh
Bird, MEX, 9a54ef30-998f-40fc-84b7-0998dab3472d, 60, 8183, No update data, 9g3qrnxtqs6m
Bird, MEX, ed8ee543-96fd-464a-98d0-179831a1936d, 67, 9352, No update data, 9g3qrnsys6wh
Bird, MEX, aff522ac-3ae6-4e65-ae9a-fc0c1c09672b, 36, 4175, No update data, 9g3qrnsy9zyt
Bird, MEX, f862db05-d71a-4e77-a29e-0c15616b5266, 69, 9686, No update data, 9g3qrnxtngmt
Bird, MEX, c3f75dcb-94e1-4197-a9df-85c4feb37863, 87, 12008, No update data, 9g3qrqc98y7g
Bird, MEX, ba9bae22-5a72-4c9a-b1e6-37afd85d1b18, 61, 7900, No update data, 9g3qrnsw7wzt
Bird, MEX, dfc3c227-072e-44cc-b94d-8a6651bf732c, 80, 11523, No update data, 9g3qrnsr26ge
Bird, MEX, bd5dc621-cd77-4b4e-b870-3a0fc22ecfec, 83, 12024, No update data, 9g3qrnsr43zg
Bird, MEX, 7f908544-b93d-4efb-9019-06f3766754bd, 62, 8517, No update data, 9g3qrnstyubs
Bird, MEX, bcb1abf4-ce12-45e1-84c7-5d48b772d63e, 34, 3634, No update data, 9g3qrq9p7s9x
Bird, MEX, a44849b7-e317-4f29-a7cf-80836e1a0282, 81, 11690, No update data, 9g3qx8m9kxgs
Bird, MEX, 0ebd9cef-4f57-4442-af27-285f5cb4d475, 87, 12008, No update data, 9g3qx8m9t5uv
Bird, MEX, ca019c39-a598-4fa6-804a-1233cf533acf, 64, 8374, No update data, 9g3qx8q667f7
Bird, MEX, 5e96286c-7e92-4b8b-8946-de81bac77dbd, 79, 10744, No update data, 9g3qx8qq4emr
Bird, MEX, e859a633-41fe-4c9c-ba0d-82a48343374a, 100, 14062, No update data, 9g3qx8sgc3t9
Bird, MEX, de97088e-f0bd-46b9-b66b-4d39d37bfdd2, 70, 9853, No update data, 9g3qx87f0vk4
Bird, MEX, e61f7a71-df46-42ce-baeb-610678e607f6, 58, 7426, No update data, 9g3qrxy20pjv
Bird, MEX, 10406565-e3c1-46d9-bb3f-93976306f3f1, 72, 10187, No update data, 9g3qrxuhhz1t
Bird, MEX, 5296d66b-f76d-40b5-a6cf-71d6025a8453, 53, 7014, No update data, 9g3qrxsvgjnz
Bird, MEX, a767b199-0ac1-4dde-9d1d-ba731d4a9a77, 83, 12024, No update data, 9g3qx8e7scns
Bird, MEX, 80cffa4e-1e1f-4fa2-80b0-c3e05f8f12b5, 63, 8684, No update data, 9g3qx8yre77f
Bird, MEX, 80c9e71f-099e-4dd9-b4c0-0aceff1475a4, 78, 10586, No update data, 9g3qrxs99jrq
Bird, MEX, 27e52e5b-a05c-49b8-8f87-e27bef8cc787, 67, 9352, No update data, 9g3qx8e5bhjb
Bird, MEX, 0b039720-260b-4854-b19d-c50ab1bd34a2, 87, 12008, No update data, 9g3qrxg50xz1
Bird, MEX, 797c4a37-d1a8-43f4-82be-bcbbcdb2baad, 56, 7515, No update data, 9g3qx869fjef
Bird, MEX, 156af633-d926-4bef-a07c-3bc1567cd12e, 88, 12859, No update data, 9g3qx8zwtjv4
Bird, MEX, e30def9d-1d96-4930-9ed9-4103da5ef1f0, 63, 8684, No update data, 9g3qx8dxme0p
Bird, MEX, 7bb26456-039c-4052-b83e-219c719524e5, 37, 4342, No update data, 9g3qrxm1cg8v
Bird, MEX, 324ff998-6ef6-4c14-8546-598ebe99d6a0, 47, 6012, No update data, 9g3qrxdfnpz9
Bird, MEX, 0dc85aee-c2af-47be-8b51-0bbc2e1cc15d, 47, 5688, No update data, 9g3qrxq20xpm
Bird, MEX, 9fe895b3-0bfd-40e7-9899-16e0e9b661f6, 87, 12008, No update data, 9g3qrxq20uh3
Bird, MEX, 16de82e7-c8ca-4d94-a9b0-944b549183af, 36, 4175, No update data, 9g3qrxk2uje2
Bird, MEX, 9df74596-1369-44cf-b977-d283a04e5080, 48, 5846, No update data, 9g3qx957xgxs
Bird, MEX, bbccbd2e-3c0e-49a1-a981-01010782a04b, 93, 13694, No update data, 9g3qrx77yzwn
Bird, MEX, ff405599-35e1-48a2-b376-24ffc1f69e11, 49, 6004, No update data, 9g3qrxhz9kt8
Bird, MEX, 28d0c46c-fe16-42ca-85c8-f57c3387e102, 69, 9686, No update data, 9g3qrxjwergv
Bird, MEX, de25db19-1275-4743-9c9c-7860f81d0d95, 62, 8517, No update data, 9g3qrxjw7nbt
Bird, MEX, 00da2f2e-3a4a-4654-ba80-681f3ae0a1e9, 53, 7014, No update data, 9g3qrxcdj1kb
Bird, MEX, 3fec8bcd-acb8-4a76-8d90-75346f1108e5, 54, 7181, No update data, 9g3qrxc9st7r
Bird, MEX, 2dd1beef-5b39-4cf1-8c4b-83aa3d4ad1f9, 74, 9954, No update data, 9g3qrxjkjtym
Bird, MEX, 60fc6355-da9d-4e39-af7b-599dd8aa9e87, 51, 6320, No update data, 9g3qrx5x5zjj
Bird, MEX, 31d82f3c-5fda-4cba-a039-83f23941f731, 66, 8690, No update data, 9g3qrx9bvy7p
Bird, MEX, 9ed88c6e-7ab8-4ef2-8fb8-107c1deca27a, 98, 13746, No update data, 9g3qrx9mk620
Bird, MEX, e8ed213e-2255-48dc-88ad-1d970ef84512, 56, 7515, No update data, 9g3qx9rj43dk
Bird, MEX, 0437b540-0711-46ce-9074-032b928ef35d, 72, 10187, No update data, 9g3qx9qne00x
Bird, MEX, b234a4fa-6a5d-4898-8142-f64bb59ea8cb, 60, 7742, No update data, 9g3qrxh61x6w
Bird, MEX, 7ff18de2-31f8-4ddf-934e-182cbc1de2fc, 92, 13527, No update data, 9g3qrx5eve25
Bird, MEX, e8e0200f-b141-4874-9299-c061400a29ee, 94, 13114, No update data, 9g3qrx5dzgp9
Bird, MEX, 6e6eea1f-a407-4301-b10b-459ac872f4fa, 70, 9322, No update data, 9g3qrx63b5tv
Bird, MEX, f1500252-bcd5-410d-87ff-68cb9ed1f8b9, 98, 13746, No update data, 9g3qrx5f8njf
Bird, MEX, 715d07cc-dd0c-4c9f-8e08-832f6f12da06, 94, 13861, No update data, 9g3qrx5dyby5
Bird, MEX, 6febb32b-1283-4eb6-b4af-9c88d8005294, 94, 13861, No update data, 9g3qrx5f2zhp
Bird, MEX, 3cd2c859-ae09-41b5-94a3-eb19e02efdc6, 98, 13746, No update data, 9g3qrwvpebv1
Bird, MEX, 3d714eea-557e-4b43-baa4-3de82296e865, 91, 13360, No update data, 9g3qrx5drcds
Bird, MEX, d444da05-24ab-400d-9fd9-3c7e35e92ec6, 46, 5845, No update data, 9g3qx91uxc6x
Bird, MEX, a781ba16-606a-4418-8d92-2a7713038f08, 71, 9480, No update data, 9g3qx94r5jwt
Bird, MEX, ca2e0c38-8a25-406c-b88b-48a890636e2e, 16, 835, No update data, 9g3qrx61sr26
Bird, MEX, 72e4b636-06ec-449c-b189-197fe291ae27, 97, 13588, No update data, 9g3qrx59zvd8
Bird, MEX, 309b22b6-36cb-44e9-8d08-059421cd4921, 60, 7742, No update data, 9g3qrwvp0w90
Bird, MEX, 4fbaa7e9-a1ea-49ac-b454-16b6f6bd2790, 69, 9686, No update data, 9g3qrwgzvtnq
Bird, MEX, 086cffec-ea6c-4c46-918e-815650b60262, 81, 11060, No update data, 9g3qrx537zt1
Bird, MEX, 56f1ff43-cd45-443e-9df6-3c3568753d9b, 88, 12859, No update data, 9g3qrx3pq496
Bird, MEX, e3366f15-f27b-4db8-af60-fcf135d34aa7, 48, 6179, No update data, 9g3qrx3ch2yq
Bird, MEX, 18b1e6f9-e9dc-4269-b766-1f409d65c4ee, 92, 13527, No update data, 9g3qrx3pjtw5
Bird, MEX, edb93372-095f-4870-bea1-7ef186a1b8c8, 99, 13904, No update data, 9g3qrx3bf7xj
Bird, MEX, 64d7f118-619e-4b8e-9e3d-39d081cfba8a, 72, 9638, No update data, 9g3qrx39sbrz
Bird, MEX, d563e036-909c-43dc-9f63-a2d57f8b4ab2, 97, 14362, No update data, 9g3qrx4cwfyn
Bird, MEX, f4f69255-dfb2-4ced-9aa2-3113728fd7c1, 97, 14362, No update data, 9g3qrx4cryde
Bird, MEX, 078a0e9f-6798-4b00-b50d-48165dda2a34, 98, 14529, No update data, 9g3qrx51082f
Bird, MEX, 2e77dff5-9cbb-454c-9a78-c11f184e1dc2, 85, 11692, No update data, 9g3qx93cyh9m
Bird, MEX, e08e5a54-2daf-4575-bf65-d5f04f7ba600, 51, 6680, No update data, 9g3qrx49n193
Bird, MEX, c9d41ea4-c113-4274-9db1-44b974453e13, 58, 7849, No update data, 9g3qrx4b617f
Bird, MEX, 20a474be-5237-4980-b1ba-be4b9fac582d, 79, 11356, No update data, 9g3qrwfzqcwh
Bird, MEX, d4676766-3cc4-4085-a2dd-59e177984277, 46, 5845, No update data, 9g3qrwfzbkdf
Bird, MEX, a9251900-d974-4357-846d-c26c1804dc6b, 97, 14362, No update data, 9g3qrx2x9e79
Bird, MEX, 71e32e6a-31bb-4767-b6b6-6d3f2f1d3954, 79, 11356, No update data, 9g3qrx2wevv0
Bird, MEX, b4446ba0-48a8-42e9-8877-730af0667c1e, 60, 7742, No update data, 9g3qx9xj8mff
Bird, MEX, 7b2bf765-28e0-4104-8323-87aa6df148ed, 88, 12859, No update data, 9g3qrx2x21vw
Bird, MEX, 7a3955e2-ae6f-4a97-b62a-307646cc4bb6, 62, 8058, No update data, 9g3qrwg5utg6
Bird, MEX, f6e6d818-f6d2-4c32-9b23-4269cec27170, 99, 13904, No update data, 9g3qrx4026gu
Bird, MEX, 9e4df24c-30a0-4e39-802d-3721f533b149, 94, 13861, No update data, 9g3qrx4025vf
Bird, MEX, 3e030acc-8f3d-4168-aafd-9bdce64a85d8, 65, 9018, No update data, 9g3qrx1breu6
Bird, MEX, a9308dfa-1e4d-4b19-a6b9-e708f49e0654, 99, 13904, No update data, 9g3qrx1bqfw4
Bird, MEX, e5036827-2489-4803-99f7-53e0da61126a, 99, 13904, No update data, 9g3qrx1bpuxt
Bird, MEX, dcd0007a-a699-4801-bc6f-c9ed221dea7f, 89, 12324, No update data, 9g3qrwfpn86f
Bird, MEX, 5ba7e27f-91bf-4fcb-b4df-42bbbf04fb38, 75, 10112, No update data, 9g3qx9v8zj71
Bird, MEX, 7ee87346-0627-49e2-b374-f323c1d3a4c9, 64, 8374, No update data, 9g3qx9d3zr1h
Bird, MEX, 4e354143-f73e-42bd-adeb-6a406551784b, 47, 5688, No update data, 9g3qrwsnvke4
Bird, MEX, c8414d54-6fcb-4519-a711-f49554876e7f, 53, 6636, No update data, 9g3qrx0fwp97
Bird, MEX, 2887b590-d9c6-4ccc-956a-a5367352b4a8, 85, 11692, No update data, 9g3qrx0red1c
Bird, MEX, b4790cdb-6489-4d10-bb1b-ae5e4358542f, 44, 5511, No update data, 9g3qrx0fgkgs
Bird, MEX, d49d5ca8-b2be-49c1-bb76-542d534a6858, 90, 13193, No update data, 9g3qrwfb1jfk
Bird, MEX, dc256ebf-dd65-4713-add3-5f13fe077912, 49, 6346, No update data, 9g3qrwshq19k
Bird, MEX, f078b50a-da9b-4d68-abf5-547d814f2555, 44, 5214, No update data, 9g3qrwcq7vbp
Bird, MEX, c19cf4e5-be37-4e17-b587-29a39f13c255, 61, 8350, No update data, 9g3qrweunzqn
Bird, MEX, 51b6fae2-9abe-43eb-8bdd-64a102f88ed7, 54, 7181, No update data, 9g3qrweunvw4
Bird, MEX, 4521f509-3ab8-411e-b85f-25d32938794d, 63, 8216, No update data, 9g3qrwem9seb
Bird, MEX, f2783f40-78ea-4bd9-b3b8-edc7c4387221, 52, 6847, No update data, 9g3qrwtcfxtm
Bird, MEX, 79b69aea-d9e5-4113-a70c-fbb36f81d70c, 69, 9164, No update data, 9g3qrwcmfxj6
Bird, MEX, afa8c2d3-670e-4802-bb16-b179c54e35fa, 84, 11534, No update data, 9g3qrwcnt2rz
Bird, MEX, f5faf0a5-07c1-4618-98f1-48fdfa0d7c9c, 82, 11218, No update data, 9g3qrwcnscpf
Bird, MEX, ab246f26-5f73-4dc9-8f18-42c839e243a2, 52, 6847, No update data, 9g3qrwcjg0b7
Bird, MEX, 86f00d04-f511-48e1-8a58-6b244a007f92, 72, 9638, No update data, 9g3qx9912s8b
Bird, MEX, 5925f5c4-4b86-4f18-8656-618f406f977b, 47, 6012, No update data, 9g3qx98crvz8
Bird, MEX, 05e1e739-2621-441b-962b-677608860b68, 78, 11189, No update data, 9g3qrwcjdtjk
Bird, MEX, 7ac3fbd9-816a-46ea-9001-14f0a5535fa9, 98, 13746, No update data, 9g3qrwcj3zyg
Bird, MEX, d8baed10-c794-4ad8-810d-0f52e237c43a, 91, 12640, No update data, 9g3qrwcj589u
Bird, MEX, 774eded8-cf75-4f66-9c5c-0ce43eee5c7f, 99, 13904, No update data, 9g3qrws353e9
Bird, MEX, 8fa447b8-51bd-497f-b59a-9111c5ff6cdb, 94, 13114, No update data, 9g3qrwchbvs0
Bird, MEX, f862f0bd-6ca1-4a23-974c-e01457945100, 92, 12798, No update data, 9g3qrwbvpj6c
Bird, MEX, 07403ecd-9211-4075-b57e-80db125f15fe, 99, 14696, No update data, 9g3qrws2s722
Bird, MEX, 5c5b8722-5ee0-4c7a-ada3-dee1b6de28f8, 97, 14362, No update data, 9g3qrws27zt0
Bird, MEX, b7213d54-87bf-4189-9eb3-0ea4fcfd92be, 94, 13861, No update data, 9g3qrws2hvq8
Bird, MEX, f3068c1f-3b54-4f20-91e1-18844208a479, 73, 10354, No update data, 9g3qrwc5hzzb
