Bird, MEX, 10cc64c2-a551-4a15-ab0b-56f0722cceb4, 94, 13114, No update data, 9g3qx92hj74y
Bird, MEX, f17d49c5-1830-4e58-a34d-1dd840990418, 97, 14362, No update data, 9g3qx92hkc9w
Bird, MEX, f5b148fc-11ff-48a7-99fc-c6c63a8b44d3, 99, 13904, No update data, 9g3qx0p6rzd6
Bird, MEX, bf5b53f3-a0b6-40c9-82c1-262c30904b33, 96, 13430, No update data, 9g3qx0p99601
Bird, MEX, 602f512f-30a2-4dd8-bf9a-80f233f1967e, 63, 8216, No update data, 9g3qx89xb5jf
Bird, MEX, 2c743466-1107-42c5-ba96-4748e6fa3269, 99, 13904, No update data, 9g3qx0p87nq6
Bird, MEX, 4704be31-aaad-4f98-b85e-eadb679391b2, 39, 4424, No update data, 9g3qrr75euuf
Bird, MEX, 5f81f73a-286d-4d4d-bf2f-86c0e7eb1d51, 96, 13430, No update data, 9g3qx0p3zb62
Bird, MEX, bc096ecd-5783-4ffe-b694-25020987449a, 99, 13904, No update data, 9g3qx0p914f4
Bird, MEX, 97b2ff0a-ff49-46bc-9963-48bcd701be29, 69, 9686, No update data, 9g3qx0pnvcu4
Bird, MEX, ca1a9933-e2e7-4663-b7ec-4a89856dd501, 89, 12324, No update data, 9g3qx0p6hjrf
Bird, MEX, be4e4df7-29d3-4ea1-9a33-3914fa8bbfd3, 55, 7348, No update data, 9g3qx1p61ktp
Bird, MEX, ddfb94e4-a15c-4b61-aa5c-41641cdbcee3, 84, 12191, No update data, 9g3qrrx2uf3t
Bird, MEX, 4655d752-04a9-4028-962c-0beb1f5455f6, 98, 13746, No update data, 9g3qx0p39f03
Bird, MEX, 0298c852-3d71-41e1-8417-dc50aea18bc7, 90, 13193, No update data, 9g3qx0p4prpj
Bird, MEX, 3d850764-5537-4c8a-a58d-997d7e4d5bed, 93, 12956, No update data, 9g3qx0p1rr8f
Bird, MEX, 7b43860d-bbcf-452f-910c-a9d64a67302a, 100, 14062, No update data, 9g3qx0nskgc7
Bird, MEX, 464f2aeb-f8e5-42eb-8d53-a84bc09058b2, 99, 13904, No update data, 9g3qx0n96kpv
Bird, MEX, a8592790-cc4c-4f13-91c0-a9e477299847, 98, 13746, No update data, 9g3qx0n95t3d
Bird, MEX, b0c24147-9c95-4156-981a-e20985cd2f42, 99, 13904, No update data, 9g3qx0n95e3w
Bird, MEX, 94b546bc-a665-4915-a18e-f8817b61b611, 100, 14062, No update data, 9g3qx0n9ng2w
Bird, MEX, 7938bcbf-3f99-4876-be5e-cfb6d0058966, 94, 13114, No update data, 9g3qx0p1en05
Bird, MEX, 3af74e51-7702-4863-b83a-51c38cc17f5f, 97, 13588, No update data, 9g3qx0p0c2vh
Bird, MEX, 63e9ef70-528f-49e2-ad55-e084a59ffb47, 99, 13904, No update data, 9g3qx0p17x38
Bird, MEX, 65f13d3f-0b2d-4f4a-8c16-f491737010a8, 97, 14362, No update data, 9g3qx0p1sqn5
Bird, MEX, 9e64049f-8a2a-455f-8b8a-5dd10085cf59, 99, 14696, No update data, 9g3qx0p1v5sq
Bird, MEX, 3ffd623d-8224-4c44-b149-422a6040376c, 99, 14696, No update data, 9g3qx0p0u56u
Bird, MEX, 98361164-9cfe-47ba-8089-8a52c3847494, 98, 14529, No update data, 9g3qx0p1r6bv
Bird, MEX, dc99eada-5884-458f-ae1f-51ded159fd29, 98, 14529, No update data, 9g3qrpyt7mhd
Bird, MEX, b3c0b887-3039-41af-90d0-4625064ae431, 97, 13588, No update data, 9g3qrpzr1qm0
Bird, MEX, e55a08a6-20e7-4f40-9eba-54aa58af367f, 100, 14863, No update data, 9g3qrpys9k81
Bird, MEX, 2a745e37-3402-40b3-9e3c-e6341baa9751, 96, 14195, No update data, 9g3qrpys8jb3
Bird, MEX, 679d64f2-4bd6-462a-bd50-162bdda97936, 99, 14696, No update data, 9g3qrpysw1rm
Bird, MEX, 8a4dab06-2aa7-4272-bd9d-fbe421354150, 99, 14696, No update data, 9g3qrpys7n00
Bird, MEX, bfed61d9-a16d-4a9e-805b-71d1bd07951f, 94, 13861, No update data, 9g3qrpygbh23
Bird, MEX, 8849aa91-a903-43ab-9a44-fcd9b380e17c, 100, 14062, No update data, 9g3qrpy7cbbk
Bird, MEX, 60be9a24-bf36-4bf5-9e8b-9f7eca2177de, 94, 13861, No update data, 9g3qrpyhn41n
Bird, MEX, f8a84e70-dcc5-4b6a-9233-f5966270e74a, 98, 14529, No update data, 9g3qrpyg1mvj
Bird, MEX, e453443b-7938-4d53-8085-c92bfaa204e0, 74, 9954, No update data, 9g3qrpyh3c27
Bird, MEX, 3c7f3825-9f15-44bf-b303-3ad49d87d60f, 65, 8532, No update data, 9g3qx0tg3cyx
Bird, MEX, ca1f835a-93b4-4075-a803-5b1c3d935b15, 47, 5688, No update data, 9g3qrpqwgdrt
Bird, MEX, 5bc4f95e-f327-49c1-9afb-afd46c109227, 57, 7682, No update data, 9g3qx0kjv0s7
Bird, MEX, e10d9080-0e25-49ae-8439-369b195ea084, 74, 9954, No update data, 9g3qrpmksr10
Bird, MEX, 249dc069-2b69-401d-834b-dcc1c8643e6a, 93, 12956, No update data, 9g3qrpr3bkgt
Bird, MEX, ab970ab1-b98a-4e04-bc4c-cdf4c0c2bbea, 69, 9164, No update data, 9g3qrpktrpgg
Bird, MEX, cc91201f-50ef-4cf4-adb1-890f6a9ea95d, 78, 10586, No update data, 9g3qrpksndv5
Bird, MEX, 53239a68-389d-42f8-ad28-fa6af312c06d, 49, 6004, No update data, 9g3qrpksn2un
Bird, MEX, 78c4fae4-ffe1-44d3-a2f2-f51c873d0144, 93, 12956, No update data, 9g3qrpm2v0s3
Bird, MEX, 4da5f314-3031-49d6-880e-ef89ffe5079e, 71, 9480, No update data, 9g3qrpk7yx6k
Bird, MEX, c07778fb-6ed5-4bca-8e04-345365749886, 56, 7110, No update data, 9g3qx06yppe8
Bird, MEX, 33b56736-5887-4018-96fd-1270002bb787, 79, 10744, No update data, 9g3qrppt4t85
Bird, MEX, cf88cd23-8151-4311-a96b-121cac0c6c08, 61, 7900, No update data, 9g3qrr3snft8
Bird, MEX, 3583450c-8a32-4bd9-864b-fe415aea1999, 82, 11218, No update data, 9g3qrr3ej2zy
Bird, MEX, d283b21d-208c-4a41-99a9-85fcc286ae5f, 56, 7515, No update data, 9g3qx1j5uxu2
Bird, MEX, 907e69f0-82d5-4216-bce1-c8a0fb9a5866, 76, 10270, No update data, 9g3qrnzrzr2u
Bird, MEX, 76a9e750-ef11-4c90-bbbc-30af15ffd74d, 73, 9796, No update data, 9g3qrnznvyhh
Bird, MEX, b7da4bac-c45b-467b-8875-944cfa0d5cf7, 99, 14696, No update data, 9g3qrnznuvpw
Bird, MEX, 0a6818d9-cffc-4e84-ae70-b97010ad63ff, 99, 13904, No update data, 9g3qrnznugzw
Bird, MEX, 3a75aa6a-4145-4766-81a2-61779dd4784a, 98, 14529, No update data, 9g3qrnznv7dt
Bird, MEX, 5982cac0-e0b8-4231-8ee4-86474a7811f2, 97, 13588, No update data, 9g3qrr0f6juz
Bird, MEX, 93952f2e-6607-49f1-a24b-b2ae076046f3, 98, 14529, No update data, 9g3qrnznv8vg
Bird, MEX, b5c6d0da-17d5-4d3f-9ed1-9f45f8562e6f, 100, 14062, No update data, 9g3qrnzny0pr
Bird, MEX, e16bc255-0292-4451-a2b8-0fcb8cfffa63, 100, 14863, No update data, 9g3qrnzntnk7
Bird, MEX, 19e2a7fa-ea4c-4521-afcb-290f3edb2688, 91, 12640, No update data, 9g3qrnznt66d
Bird, MEX, 3494353d-7149-406b-a8ea-0b4585760ba1, 100, 14863, No update data, 9g3qrnyvzq0u
Bird, MEX, 2aea48c4-37d8-43d5-a941-ef396fe4a025, 97, 13588, No update data, 9g3qrnyvgerg
Bird, MEX, 22cb30b7-5bc8-448f-b361-69e5943164fc, 100, 14062, No update data, 9g3qrnyvg405
Bird, MEX, 17959be8-358d-4535-b549-117077d5e818, 100, 14062, No update data, 9g3qrnyvexct
Bird, MEX, 4359bdd5-6357-429c-a89d-689d5d6c3705, 98, 13746, No update data, 9g3qrnyvspfv
Bird, MEX, 8977d9be-30fc-4606-a61e-1c412e2de912, 100, 14863, No update data, 9g3qrnyvdq1f
Bird, MEX, b2ca8b4c-bd74-4b94-9a2d-c47ed87bde59, 100, 14863, No update data, 9g3qrnyvejqq
Bird, MEX, a0d7e56b-e3fb-4e4b-8e9e-1d6077a08da3, 39, 4424, No update data, 9g3qrr1y7uky
Bird, MEX, 4e0879ca-63a2-4fcf-831b-6633d45e04a7, 100, 14863, No update data, 9g3qrnyv7wct
Bird, MEX, 46a09f82-d647-42e5-95e5-38f5d6ac6986, 49, 6004, No update data, 9g3qx0fu3rvj
Bird, MEX, adf6fe80-3821-46ff-a65a-886991c1695c, 65, 8532, No update data, 9g3qrr63mmfz
Bird, MEX, 97d31d9d-4862-4bbd-bf10-665a24061214, 91, 12640, No update data, 9g3qx0fu8ht6
Bird, MEX, b5f276d8-4cad-4ef7-b432-0a9ce300515f, 90, 13193, No update data, 9g3qrr1upkr5
Bird, MEX, 05ef896c-b89e-4d70-90ff-8c0612a92f93, 79, 10744, No update data, 9g3qrr4t3ywe
Bird, MEX, f59e4552-9453-4f81-8420-b4e2e304de45, 99, 13904, No update data, 9g3qrnzc5xzb
Bird, MEX, d2c55b4d-606f-4178-b9c6-8e87c01a8f44, 100, 14062, No update data, 9g3qrnzc5s3e
Bird, MEX, ad0af988-8454-45a4-b30f-e40bed2e1eb3, 99, 14696, No update data, 9g3qrr4v922r
Bird, MEX, 16607339-3388-466d-a89a-6b0f83a27a34, 64, 8374, No update data, 9g3qx1rqdbg5
Bird, MEX, 6ba594d5-eb98-4103-afd5-de4b11111543, 100, 14062, No update data, 9g3qrr4v3ub2
Bird, MEX, 5d347b63-94f1-4595-b3a2-cecc0d9d6592, 99, 14696, No update data, 9g3qrr4v33j2
Bird, MEX, 0185eda4-6fe8-4922-81a7-34678d6a84dd, 99, 14696, No update data, 9g3qrr4v6r9c
Bird, MEX, c7663d6e-92b4-4c15-a9ae-5d92fe95af34, 100, 14062, No update data, 9g3qrr4v1x7x
Bird, MEX, 5f81210a-673d-4815-8f32-a9a3ac6bd17f, 100, 14062, No update data, 9g3qrr4v1k8m
Bird, MEX, 2f7b47db-693b-4c28-bced-c798d3acb1be, 100, 14062, No update data, 9g3qrnzbgd9w
Bird, MEX, ab7e8bf1-0ebe-4bc8-b7bb-9e703b1fab0e, 100, 14062, No update data, 9g3qrr4v1yb7
Bird, MEX, 63026a33-ef1b-4853-a7dc-6fb45bbaa1f2, 99, 14696, No update data, 9g3qrr4v1s7e
Bird, MEX, c34bbe34-e568-420c-8ef1-cf2354d1f8ef, 100, 14062, No update data, 9g3qrr4v73uw
Bird, MEX, b6646355-a63a-47a1-b652-a78188932335, 98, 13746, No update data, 9g3qrnwrxdsh
Bird, MEX, 8f412a8e-3b16-4856-a4c2-e354b6ab1962, 97, 14362, No update data, 9g3qrnwrrws5
Bird, MEX, 5ae649f8-abe1-45c3-93d7-3922bfd013c4, 91, 13360, No update data, 9g3qrnwrrj7g
Bird, MEX, 0f9bcf77-62c8-4ead-8d65-295e4f25d5e3, 99, 13904, No update data, 9g3qrnwrr3zn
Bird, MEX, c7e80742-eacd-4200-ad64-b7935517633f, 99, 13904, No update data, 9g3qrnwrqb0d
Bird, MEX, 64b3f753-f2df-4c32-bdc9-d73967e8a883, 99, 13904, No update data, 9g3qrnwrnzv8
Bird, MEX, d956d802-984e-4be8-84bb-217f6742db29, 100, 14062, No update data, 9g3qrnzbhuzx
Bird, MEX, 99895216-2334-44cd-94ad-37b36bad3d5b, 49, 6346, No update data, 9g3qx146msmx
Bird, MEX, 87994dd1-e120-4994-9e68-fb9f4a03acd7, 98, 14529, No update data, 9g3qrnxzyg2d
Bird, MEX, 8f158cc2-78c7-4200-ab51-3c802a539492, 100, 14863, No update data, 9g3qrnxzycjt
Bird, MEX, 9c9db50a-42fb-4bf9-96c0-8aebdd3bedf4, 99, 14696, No update data, 9g3qrnxzwrum
Bird, MEX, a45e2376-bae6-464e-93fc-54f587107b5e, 99, 13904, No update data, 9g3qrnxzz3pj
Bird, MEX, 32c9ff1b-0a8a-4911-92ab-48b4506d8ec8, 99, 13904, No update data, 9g3qrq8pb0t3
Bird, MEX, e6e9d376-0d85-41a0-9ea7-24bf4839d06e, 99, 13904, No update data, 9g3qrnxzxmxp
Bird, MEX, fce6c5f8-7b82-4b07-b6b8-a08f6cc706d8, 99, 13904, No update data, 9g3qrq8pc2b7
Bird, MEX, deb2734b-cf82-4a5c-b1b7-e9cb46bca9de, 82, 11218, No update data, 9g3qrnww1pcb
Bird, MEX, 04b85ce0-bd7f-4946-9f7b-78a238704c8a, 45, 5372, No update data, 9g3qrnwtbnmq
Bird, MEX, 57e32f39-36b0-44be-ad84-a7829ed6bd7a, 72, 9638, No update data, 9g3qrqfjed18
Bird, MEX, 42544ac3-2d3a-4c76-9821-591eb3be8cb7, 93, 13694, No update data, 9g3qrnwkgdrs
Bird, MEX, db57d417-3a60-4537-8914-dc7dc507b318, 88, 12166, No update data, 9g3qrqcdqw69
Bird, MEX, 1ee83157-0748-45da-b8d1-2f3ee2b2ce62, 92, 12798, No update data, 9g3qx1kxcrjh
Bird, MEX, 87ef05bd-62db-4ec8-90e2-05972157b477, 51, 6320, No update data, 9g3qrq9nsdh2
Bird, MEX, 50b2bfd8-2281-4934-8ee8-14fad6b5c7d1, 99, 14696, No update data, 9g3qrnw09q8j
Bird, MEX, ed8d1ef3-e475-4b32-b51f-f2c6f337bc6a, 99, 13904, No update data, 9g3qrnw08n03
Bird, MEX, d2d4c866-a0cb-451c-a12b-6e12e8584d1c, 99, 13904, No update data, 9g3qrnw094cy
Bird, MEX, 01bdcb97-090a-4c06-b738-ee1005dc9aea, 43, 5056, No update data, 9g3qrrhh9722
Bird, MEX, 9f3233d0-c11b-453e-82ed-8120ae7b022a, 83, 11376, No update data, 9g3qrng01c93
Bird, MEX, 82e40fe4-ebdd-4c95-add4-5e59919b26a5, 96, 14195, No update data, 9g3qrnw03jcz
Bird, MEX, f5faf0a5-07c1-4618-98f1-48fdfa0d7c9c, 51, 6320, No update data, 9g3qx8jd4g5s
Bird, MEX, afa8c2d3-670e-4802-bb16-b179c54e35fa, 54, 6794, No update data, 9g3qx8hvhvcw
Bird, MEX, 41cebaeb-ecab-4eef-9c2b-e67bbe03a6e4, 46, 5530, No update data, 9g3qx8svnvwh
Bird, MEX, 67e94c15-d8eb-4fcb-95d2-c4c03ea662bd, 63, 8216, No update data, 9g3qx8sypvzw
Bird, MEX, 97490a3d-5931-4090-921a-2c0638ee3212, 69, 9164, No update data, 9g3qx8wvkmqt
Bird, MEX, b54ee671-fe99-419b-b9c1-20511c28f546, 48, 5846, No update data, 9g3qx8xheh28
Bird, MEX, 32d90a9e-4206-4ef4-81f7-3c8228c29956, 97, 13588, No update data, 9g3qrxujqncq
Bird, MEX, 21e2f891-71ad-44c7-8d1e-5ff8c77d5f92, 100, 14863, No update data, 9g3qrxuhtug7
Bird, MEX, 24a2cb4e-1603-48fa-853b-db4fb68e9fcd, 100, 14062, No update data, 9g3qrxuhmnhb
Bird, MEX, 0f848592-b49d-4f24-94c2-8266e6c83218, 99, 14696, No update data, 9g3qrxuhmd85
Bird, MEX, cae1c475-8650-48fc-b461-144eabfa96dd, 100, 14062, No update data, 9g3qrxuhm8wr
Bird, MEX, b270a519-8459-40cc-aa7e-66a6e0edcf5e, 99, 13904, No update data, 9g3qrxuhkbwx
Bird, MEX, 35551b35-ad40-4386-bce2-9cdb881ce61c, 62, 8058, No update data, 9g3qx8xjtd2h
Bird, MEX, 11d30fb3-4d28-495d-ad2e-8f30748e6816, 89, 13026, No update data, 9g3qx8eyry6e
Bird, MEX, 5be8d2a6-e2c0-4cdf-bf0e-41e772bbabc2, 53, 7014, No update data, 9g3qx8e6gtyu
Bird, MEX, 7b05f26f-d0e2-401a-8f88-1ac89c1fc302, 45, 5372, No update data, 9g3qx9ne9efw
Bird, MEX, f4a121e0-47cd-4397-91c0-c9025a7e2735, 97, 14362, No update data, 9g3qrxjt0m6c
Bird, MEX, 46ad615d-05fa-4dd0-8d4a-7955559a67bf, 47, 5688, No update data, 9g3qx9k3nvn1
Bird, MEX, c3bf6ad2-16d1-4e6e-a20e-49fe1f0ca2c3, 100, 14062, No update data, 9g3qrxh7s307
Bird, MEX, ac32e0d5-ebfb-4721-b1cf-515c9240a074, 69, 9164, No update data, 9g3qrx9q76gs
Bird, MEX, fd58fe03-95b7-4baf-8ea2-f1d206f50f48, 100, 14062, No update data, 9g3qrxh7k7w8
Bird, MEX, fed26170-b843-4fe9-b6f0-b5260f0b9fe4, 100, 14062, No update data, 9g3qrxh7k5e2
Bird, MEX, 2c24ef04-c72e-4771-91df-64c3ca6764e0, 100, 14062, No update data, 9g3qrx5g21vy
Bird, MEX, a01adee1-5d64-45a0-a5b1-eecf5698cba4, 99, 13904, No update data, 9g3qrx5er9h2
Bird, MEX, 81674f13-62e9-4012-99d8-4970ffe5d3d4, 99, 14696, No update data, 9g3qrx5epzf8
Bird, MEX, f25d29dc-3a5a-456c-8c3b-4a250454c1ac, 85, 11692, No update data, 9g3qx96bfg7t
Bird, MEX, ac54d2f1-274e-486a-92b6-44a77d3c1ee3, 44, 5214, No update data, 9g3qx96c527s
Bird, MEX, f1f8c7c7-4a09-4d38-ae07-66544791d521, 52, 6478, No update data, 9g3qx968rthk
Bird, MEX, 437a5171-7ad8-4100-836d-2de21b3d2a7a, 100, 14062, No update data, 9g3qrx5en9xf
Bird, MEX, a96ca4f5-e478-4aed-8205-7445d70462bf, 46, 5530, No update data, 9g3qx96bfh5c
Bird, MEX, 9b66ca9f-0a6b-4bbf-b3bc-5b2c9887b96b, 67, 8848, No update data, 9g3qx94qdz5d
Bird, MEX, fa12b65b-0bbf-4711-bb42-75fcdd9b9ed5, 73, 10354, No update data, 9g3qx91yhbpf
Bird, MEX, cf99c71b-0836-4611-8b58-097a6931d8d1, 82, 11218, No update data, 9g3qx91y5fm0
Bird, MEX, 0ddf6bec-2283-4c1e-9cce-cc999bf696ad, 39, 4424, No update data, 9g3qrx3cj0su
Bird, MEX, 8d0b24af-ab94-4369-9390-7fa8d8dda44d, 73, 9796, No update data, 9g3qx91y781u
Bird, MEX, e9000087-8fd2-4890-a514-81f38ba80989, 63, 8216, No update data, 9g3qrx3c5cvh
Bird, MEX, fc7b32e5-5e89-48ae-9ee7-718ab01bcec7, 96, 14195, No update data, 9g3qx91y6v7t
Bird, MEX, 57e55568-8554-49b1-8386-3dded19443c4, 46, 5530, No update data, 9g3qrx3bu15m
Bird, MEX, 46f2ec86-2e6c-4419-ac77-6141844234d9, 78, 10586, No update data, 9g3qrx3bfst7
Bird, MEX, b1a25fd5-5382-439c-8722-caccb81175ff, 99, 14696, No update data, 9g3qrx5402du
Bird, MEX, aa3b04e3-de83-45d9-a7d6-7315e1152cb7, 100, 14863, No update data, 9g3qrx4czzdw
Bird, MEX, 065b1998-0ad9-4c9e-86c9-87e2cc7378e2, 62, 8058, No update data, 9g3qx9te5xf5
Bird, MEX, 4dc6b990-759c-4b5c-b28b-43ce77b493c4, 100, 14863, No update data, 9g3qrx5188z1
Bird, MEX, d84daa85-b26d-4d48-8f49-0232c449ec90, 99, 14696, No update data, 9g3qrx512x0z
Bird, MEX, fe26491d-2382-4220-b5aa-1706d6b7d92a, 99, 14696, No update data, 9g3qrx512rdc
Bird, MEX, 97532d35-95e5-4351-8309-46ab776b4098, 83, 12024, No update data, 9g3qrx512nvv
Bird, MEX, 1decca89-9e3f-4d0a-a136-1b30f2584da6, 97, 14362, No update data, 9g3qx93cp0dy
Bird, MEX, c3d68542-4dd1-438a-a893-e73ce55a82c1, 97, 14362, No update data, 9g3qx93btxwn
Bird, MEX, 2fe02f2e-ae04-4fb7-8aad-653eb0d11c04, 96, 14195, No update data, 9g3qx93bszru
Bird, MEX, 9ddd3c35-3375-480c-8794-ca6dc092fc54, 99, 14696, No update data, 9g3qx93bvhsv
Bird, MEX, aba6c0de-f220-4f71-bc2f-fc632c88f659, 88, 12859, No update data, 9g3qx93bu6y3
Bird, MEX, d5733235-0231-4596-8eba-fa4cca951fe4, 100, 14863, No update data, 9g3qx93cj0sy
Bird, MEX, 5569351b-da86-4979-8a14-a1067c7cb52b, 99, 14696, No update data, 9g3qx93bgct1
Bird, MEX, 22537a8b-a33e-4265-898d-310812df8158, 100, 14863, No update data, 9g3qx93bgsqg
Bird, MEX, b5c3b7c0-1f08-416d-a2d6-ca50e01e8c20, 100, 14863, No update data, 9g3qx93bg1ye
Bird, MEX, 7cfad983-6c6e-446c-8091-ab81782b9b88, 96, 14195, No update data, 9g3qx93ch472
Bird, MEX, 895ff1e5-7b82-4b4f-987d-120dfc502d55, 100, 14863, No update data, 9g3qx93c589y
Bird, MEX, 45c6c3de-0c1c-4f91-acb3-8d3b7df04b0a, 75, 10688, No update data, 9g3qx93chj77
Bird, MEX, 60d5cfdc-fd61-4012-b1ea-11b5e13eb9d7, 100, 14863, No update data, 9g3qx93c5d3b
Bird, MEX, dccc66b4-d876-438f-bc75-1eec3e5788e5, 100, 14863, No update data, 9g3qx93c5eyc
Bird, MEX, e719f9a5-3fda-4964-b6e8-c6b69f09f324, 94, 13861, No update data, 9g3qx93c5e1v
Bird, MEX, d5f4bf5a-6224-40a3-a97c-c4ecf8b087ee, 88, 12859, No update data, 9g3qx93c5s9z
Bird, MEX, 68c8952c-44e5-4628-b7d2-fa994a64a3b9, 66, 8690, No update data, 9g3qrwugs452
Bird, MEX, cd4cb2b4-67ed-4272-a31f-3757504e6715, 100, 14863, No update data, 9g3qx93c7vjh
Bird, MEX, 13c89489-7216-43ff-90a5-d39d15414a4e, 100, 14863, No update data, 9g3qx93c73ew
Bird, MEX, 042dd301-559d-4df6-8e3b-8a7bd125838c, 97, 14362, No update data, 9g3qx93c76es
Bird, MEX, 342046fd-5ac5-4f5b-88a9-70e87b3faadd, 100, 14863, No update data, 9g3qx93c75q8
Bird, MEX, a6856924-59d9-4541-b679-474c40e01766, 96, 14195, No update data, 9g3qx93c7m5s
Bird, MEX, 4519a928-c732-4dbc-83a4-d3ff286c3b50, 94, 13861, No update data, 9g3qx93c4j5c
Bird, MEX, ac81f291-d776-4565-8cb7-d063d1926edc, 100, 14863, No update data, 9g3qx93cejyd
Bird, MEX, 804daf5f-43fd-4f8d-8ccb-6b780ffc9636, 100, 14863, No update data, 9g3qx93c3y8t
Bird, MEX, a9e86b95-e052-458f-b120-bbe3d842bd3d, 100, 14863, No update data, 9g3qx93cd1gc
Bird, MEX, 5660ce07-fa51-4b19-aeb7-9770816d77b3, 39, 4676, No update data, 9g3qx9tq3uz4
Bird, MEX, 89f26ce6-1744-4377-875d-95b1c63681bf, 82, 11218, No update data, 9g3qrx1fkrnr
Bird, MEX, bec65aea-e9b9-40a8-87c8-9e64b991c10d, 48, 5846, No update data, 9g3qx9trkqww
Bird, MEX, 7b478205-4876-4f96-99fe-8dbff48c7b58, 75, 10688, No update data, 9g3qx9v270yc
Bird, MEX, 8e58d5bc-aa6f-4f01-9201-90eb4a4a609c, 52, 6478, No update data, 9g3qrwg1qppx
Bird, MEX, 3e0a4185-39df-49f5-bb3e-15231c9c2e98, 72, 9638, No update data, 9g3qx9z1g9r0
Bird, MEX, ca6a9cdf-af07-40fa-a73c-36281c06e5ee, 46, 5845, No update data, 9g3qx9u1qsxb
Bird, MEX, b4790cdb-6489-4d10-bb1b-ae5e4358542f, 88, 12859, No update data, 9g3qrx0ghcce
Bird, MEX, 9f5341c6-cd6e-42cc-b230-577c6091fcc7, 87, 12008, No update data, 9g3qrwcqzsuk
Bird, MEX, 308d7a87-8cef-4ce9-89e3-0b805283d056, 87, 12008, No update data, 9g3qrx0fs7w6
Bird, MEX, a8dd6e43-1094-4082-b5a0-9816fdd53441, 53, 6636, No update data, 9g3qx9ze8sr3
Bird, MEX, b059d456-c51b-423e-8d52-e20184ede2a6, 44, 5214, No update data, 9g3qrwcpntzv
Bird, MEX, b60d6668-80e3-47ba-91e7-b8b1179755f2, 58, 7426, No update data, 9g3qrwcpn7kt
Bird, MEX, d406b637-7035-4ee8-9dee-f778ead0fffd, 57, 7268, No update data, 9g3qx9zegk7g
Bird, MEX, 463e7cd3-adfc-484b-a176-edf88a29f41f, 42, 4898, No update data, 9g3qrwcnwhx8
Bird, MEX, 98437846-d5c1-401f-85e3-a97238194eac, 73, 9796, No update data, 9g3qrwcjbt8b
Bird, MEX, de2e1e5e-133f-4848-89c6-887f1d56ca43, 55, 6952, No update data, 9g3qrwbyp8sk
Bird, MEX, b1a550ef-8b17-4ac2-bd03-65fc5094b835, 97, 13588, No update data, 9g3qrwcjb90v
Bird, MEX, f3b13f3d-02fe-419c-bfde-885af0455718, 55, 6952, No update data, 9g3qrwe73b0f
Bird, MEX, a6a785ad-a9b1-4fc1-82ce-d3b848b3fdaf, 100, 14062, No update data, 9g3qrws82nmc
Bird, MEX, 010d5197-a32a-46bc-9d9b-069164ce186a, 63, 8216, No update data, 9g3qrws2q7kx
Bird, MEX, 6fb75537-642f-4cc3-9989-5c8b67984b76, 75, 10112, No update data, 9g3qrws2nqud
Bird, MEX, ba802777-72c1-4a90-b15c-46ea347ad581, 100, 14062, No update data, 9g3qrws2nuq4
Bird, MEX, 2d4d4242-aa88-42cf-a0e0-d2214e56e1f9, 48, 6179, No update data, 9g3qrwc1r6r2
Bird, MEX, 55debee9-370a-460c-b21d-0a5f440a534c, 24, 2171, No update data, 9g3qxcbqkynf
Bird, MEX, 6f8c24b5-2e6b-4f30-9a0b-9030a6d14fb7, 48, 5846, No update data, 9g3qrrpg5j87
Bird, MEX, d9b56c10-87ba-488a-b6d2-dd4365adff26, 74, 9954, No update data, 9g3qrwd69s5y
Bird, MEX, 5fb8d625-c798-45fe-899a-7ab047d189bc, 49, 6004, No update data, 9g3qrwbknvtg
Bird, MEX, 2394e41a-8bbe-457b-b561-151b9cdf4f74, 51, 6320, No update data, 9g3qrwd69c8w
Bird, MEX, 24fdf365-80d2-479e-a2b4-44578a2c2912, 52, 6478, No update data, 9g3qrwd69bb8
Bird, MEX, b77fdc05-c25e-409d-ac66-8543c9abce23, 60, 8183, No update data, 9g3qrwd97nwe
Bird, MEX, 786a3d22-b662-49c4-8780-a19f1d60f108, 42, 4898, No update data, 9g3qrwd6617f
Bird, MEX, d57b16f8-ed91-4991-9c14-6f98ba1ad7d2, 57, 7268, No update data, 9g3qrw6x5dqz
Bird, MEX, 95fc6828-9275-4899-a948-ada81d37eb6f, 82, 11218, No update data, 9g3qrrph5v21
Bird, MEX, 099500f6-473d-43cf-b959-9bd58c50924b, 67, 8848, No update data, 9g3qxf0cp8he
Bird, MEX, b32e00f4-dbf8-455e-b74f-928e3363321c, 48, 5846, No update data, 9g3qxdhmwwfc
Bird, MEX, 45526247-346d-4a0d-bd90-61fb8064959e, 88, 12859, No update data, 9g3qrrq2r630
Bird, MEX, e55c5dda-1fc7-438f-8418-3b156d39c78a, 30, 3173, No update data, 9g3qrw92zr9j
Bird, MEX, 8e304c45-f958-4cda-a39e-c760e01b0537, 46, 5530, No update data, 9g3qxcg2tf7t
Bird, MEX, 8ce82fd6-5731-45fe-9822-a2f42ff5d511, 53, 7014, No update data, 9g3qrw3rut5q
Bird, MEX, 3a0ccda4-4445-4202-83eb-950fb2f58d18, 25, 2212, No update data, 9g3qxdkbyhxw
Bird, MEX, ff8ece41-76bf-4fa2-8c59-79a7430d6b40, 76, 10270, No update data, 9g3qrqyz4bek
Bird, MEX, dbc53ae6-2953-4dd3-b40b-18e23c08e824, 60, 7742, No update data, 9g3qxdq51y2f
