Bird, MEX, e7a42ae0-34c9-45cd-90eb-7a2959fd031b, 100, 14062, No update data, 9g3qx203pds0
Bird, MEX, 056c7b09-5886-4692-9f7b-91c5963ebf1a, 96, 14195, No update data, 9g3qx20hxdh4
Bird, MEX, 0c6723af-3c09-47fa-8968-9f3c1630aa84, 99, 14696, No update data, 9g3qx203qnzq
Bird, MEX, 53239a68-389d-42f8-ad28-fa6af312c06d, 100, 14062, No update data, 9g3qx203tcsp
Bird, MEX, 75531145-f835-408e-aafe-68b298e7b1fd, 100, 14863, No update data, 9g3qx20hwuve
Bird, MEX, 618a964d-c267-428a-80b2-917627bae44e, 94, 13861, No update data, 9g3qx203qh3n
Bird, MEX, 8642b7f6-3550-4289-853d-c1d1eb08cd82, 99, 14696, No update data, 9g3qx203myk4
Bird, MEX, 7243bfa2-a54e-425e-8a2a-c12e260e9910, 100, 14062, No update data, 9g3qx203t64c
Bird, MEX, 501742f4-0d86-43f6-8f13-57a355e65549, 100, 14062, No update data, 9g3qx20jsg97
Bird, MEX, 774eded8-cf75-4f66-9c5c-0ce43eee5c7f, 100, 14062, No update data, 9g3qx203mejz
Bird, MEX, d0248c55-e085-4e35-85f6-22eb853fdd64, 100, 14863, No update data, 9g3qx203m9tv
Bird, MEX, a09a2b95-b008-4253-8862-36c47e14d2a3, 97, 14362, No update data, 9g3qx203kzr8
Bird, MEX, 0cdfd437-d38b-4028-8876-59013b326a95, 93, 13694, No update data, 9g3qx203sdk7
Bird, MEX, 256bc330-0080-4f09-a607-3a84f44f99bf, 74, 9954, No update data, 9g3qx32cjyk1
Bird, MEX, df7d7ae5-65ab-4f33-a084-e5000655369e, 99, 14696, No update data, 9g3qx203jq6b
Bird, MEX, 652e2378-e56d-49d5-9139-585739df2980, 100, 14062, No update data, 9g3qrpyxmwby
Bird, MEX, 1b034e58-f66a-4e0c-a662-3e51e18f8d14, 97, 13588, No update data, 9g3qrpyxkhfb
Bird, MEX, aed77777-7add-4d3a-b07e-469bdab321af, 99, 14696, No update data, 9g3qx0p15h8n
Bird, MEX, 07403ecd-9211-4075-b57e-80db125f15fe, 94, 13861, No update data, 9g3qx0p1v5sq
Bird, MEX, fa2dc693-1248-4bcc-a77c-11e29b10c73a, 100, 14062, No update data, 9g3qx0p1h8ur
Bird, MEX, 870f54ed-e778-46f6-9735-7ec81c18e74f, 99, 13904, No update data, 9g3qrpyy8j2r
Bird, MEX, 94a30b47-6513-4d8d-a167-3d7a92be0812, 98, 13746, No update data, 9g3qrpywhzrx
Bird, MEX, e7ce55e4-e6b6-449f-bbdf-e31009d318d2, 99, 14696, No update data, 9g3qx0p2b52k
Bird, MEX, 4519a928-c732-4dbc-83a4-d3ff286c3b50, 96, 14195, No update data, 9g3qrpzntph2
Bird, MEX, 4fb452cf-95e7-40c1-a3eb-d0d2076ef381, 96, 14195, No update data, 9g3qx0p6w8f6
Bird, MEX, 3ec23f32-69e6-4995-8e24-0d83e194dd95, 97, 14362, No update data, 9g3qrpzr9f03
Bird, MEX, 85cdf6c4-6604-4f5d-a4bc-44a33b3180e4, 98, 14529, No update data, 9g3qrpzr3685
Bird, MEX, c724bb63-1df9-414e-99cb-e16545366c4d, 99, 13904, No update data, 9g3qrpznkcxt
Bird, MEX, afeaf410-e3a5-4bb7-a535-44d458da57d1, 100, 14863, No update data, 9g3qrpzre1nk
Bird, MEX, f162f178-2d3e-4a24-9a96-e5325b5ba732, 100, 14062, No update data, 9g3qrpznr32g
Bird, MEX, c8710d9e-9267-49d8-b2e6-e06aea3c8382, 49, 6004, No update data, 9g3qrpvyyg0d
Bird, MEX, 2a5bd37b-1e1d-462d-8c7c-dba54b528c9e, 93, 13694, No update data, 9g3qx0p2wcmt
Bird, MEX, 8c454d3d-67c8-4640-89ed-c4c1e2075eeb, 98, 14529, No update data, 9g3qrpzq3qj0
Bird, MEX, 20d459c5-1eb3-4a51-8b52-cd7d5ecc6736, 98, 13746, No update data, 9g3qrpyu3xgk
Bird, MEX, 2bad6b2a-523a-4db3-8aec-778e35eb918c, 84, 12191, No update data, 9g3qrpzq3ub2
Bird, MEX, ba9af421-4d90-4a12-a5c2-163ee3d73230, 96, 14195, No update data, 9g3qrpzrm5hx
Bird, MEX, 135207e3-cdc1-45c2-9620-05bb845955cd, 94, 13861, No update data, 9g3qx0p2p70u
Bird, MEX, 0185de75-6f72-4a1e-a7e9-697ed31ecb2a, 99, 13904, No update data, 9g3qrpzqekhx
Bird, MEX, 0e290df8-20f7-4c36-9e0a-67b4f2d0c126, 98, 14529, No update data, 9g3qrpzq75b4
Bird, MEX, 0af7b98d-8e34-4ba9-adbe-098fbcbd0bad, 100, 14062, No update data, 9g3qrpyeyy0t
Bird, MEX, 15b2d61a-a693-4026-9a75-83a6c6e7c57d, 100, 14062, No update data, 9g3qrpygbn2r
Bird, MEX, ce1171e6-0c22-417c-a55d-eaafc4b10a04, 96, 14195, No update data, 9g3qx0p94gg0
Bird, MEX, a45e2376-bae6-464e-93fc-54f587107b5e, 100, 14062, No update data, 9g3qrpygc565
Bird, MEX, 71125c7a-4976-4cb5-b7dc-f88a05abd1d2, 98, 14529, No update data, 9g3qrpyez28f
Bird, MEX, 000a6a7b-b56a-4d36-8fa8-4d251a32da0d, 52, 6478, No update data, 9g3qrpygc380
Bird, MEX, c1e29dd6-5ad3-4029-8506-b56d423a077d, 94, 13861, No update data, 9g3qx0p81b03
Bird, MEX, dccc66b4-d876-438f-bc75-1eec3e5788e5, 96, 14195, No update data, 9g3qrpzhyqhm
Bird, MEX, a5e6c2af-1af4-47a4-a0d5-e0fdbf47616d, 94, 13861, No update data, 9g3qrpzmd4hc
Bird, MEX, e8aeed4d-683e-4f07-aac9-8aa11327775a, 100, 14062, No update data, 9g3qrpzhwzvw
Bird, MEX, 4e1c2ce5-8634-4baf-b1cd-6343c27ac90a, 94, 13861, No update data, 9g3qx0p9m0kt
Bird, MEX, c19cf4e5-be37-4e17-b587-29a39f13c255, 98, 14529, No update data, 9g3qrpzhmysh
Bird, MEX, 1decca89-9e3f-4d0a-a136-1b30f2584da6, 97, 14362, No update data, 9g3qrpzkdqpg
Bird, MEX, 3dfef723-d9fd-4a2c-a8f6-44266b160a6d, 100, 14062, No update data, 9g3qrpzmhg3q
Bird, MEX, 5a9d8756-d9e5-4b47-aac0-56aa871b2d04, 81, 11060, No update data, 9g3qrpzk6k1u
Bird, MEX, 08a52c9e-f028-4629-b12d-949c4a1d1316, 81, 11690, No update data, 9g3qrpvw8x08
Bird, MEX, c449dad9-bb55-4dc6-8886-5b9a55ff331d, 87, 12692, No update data, 9g3qrpzyb828
Bird, MEX, febf66d9-cfd1-4b6c-af3b-430ecfdb4807, 97, 14362, No update data, 9g3qrpz748su
Bird, MEX, 9c0c4e8f-39c4-46bb-ab59-31a62571b6af, 94, 13861, No update data, 9g3qx0puppgc
Bird, MEX, afb99264-6219-4b39-83cb-b2c29bb9bad8, 89, 13026, No update data, 9g3qrpzy6tku
Bird, MEX, 601d82b6-d04f-4d82-ac61-b36d93584c9d, 97, 14362, No update data, 9g3qx20jehb5
Bird, MEX, 57e32f39-36b0-44be-ad84-a7829ed6bd7a, 100, 14062, No update data, 9g3qx20hmuu0
Bird, MEX, a27c268c-c081-48c0-a44a-11f2b35a6e34, 93, 13694, No update data, 9g3qx203kv16
Bird, MEX, 4bc913cf-67e2-4dae-962f-cea4a4a32c20, 100, 14863, No update data, 9g3qx202vnkx
Bird, MEX, cd6455e4-32ef-4c8d-83bc-1c83e97b2edb, 72, 10187, No update data, 9g3qrpxw5dpy
Bird, MEX, c4d516b3-6148-433a-9c91-61c9fe5e9024, 58, 7426, No update data, 9g3qrpxs73st
Bird, MEX, 7bd29338-131e-4a47-9758-f99065e6d4fb, 79, 10744, No update data, 9g3qrrc1e5ym
Bird, MEX, a283ba1b-d074-409e-8b73-25619fe5918c, 49, 6004, No update data, 9g3qrrc1ewxy
Bird, MEX, 8521ae1b-3c4a-40b9-b899-8d2470abe54d, 40, 4582, No update data, 9g3qrpqtmwtg
Bird, MEX, 41a7d8ac-99ba-4f07-83cb-598cf908d078, 82, 11218, No update data, 9g3qrpqugw3w
Bird, MEX, f4c8cb4a-978b-47ac-b0e0-dacd79f91afc, 71, 10020, No update data, 9g3qrpqsf5sv
Bird, MEX, e26c615d-d329-47e8-b1f0-73de7cb92643, 62, 8517, No update data, 9g3qrr950u7u
Bird, MEX, e1a08218-63a2-40ab-af37-a1b6bc996651, 73, 9796, No update data, 9g3qrr9te5w7
Bird, MEX, 9e68ac62-5e5a-44d2-9ba8-e33101e08f8a, 62, 8058, No update data, 9g3qx0zuh7nj
Bird, MEX, 9379d512-181b-4a19-a27b-b3cfe0044d87, 78, 11189, No update data, 9g3qrr23bj83
Bird, MEX, a87c2eb5-b188-484d-b52c-080a9801ef36, 78, 11189, No update data, 9g3qrr23bs8e
Bird, MEX, c0562087-eaf1-4672-9c9f-f95647255dc5, 63, 8684, No update data, 9g3qrr92xss0
Bird, MEX, d62689ee-2e9e-4f8f-a6d7-ecd6fd9cd4cc, 91, 12640, No update data, 9g3qrpptnbbw
Bird, MEX, 96bb6ccf-5d39-4189-96dd-701edaacd50a, 40, 4582, No update data, 9g3qrr0x7h2n
Bird, MEX, df5d4b0e-6ed0-4cba-9284-bca161c7a76f, 64, 8851, No update data, 9g3qx1hb56s9
Bird, MEX, 06a2c2f8-aa03-4391-8020-400d0c1609be, 93, 12956, No update data, 9g3qrr0x4jkc
Bird, MEX, 5d115a76-bb32-48ee-87c6-b5a02ae1d77f, 47, 5688, No update data, 9g3qx0ux29qs
Bird, MEX, 334d19ed-7cf3-47d7-b0d6-5d18959daa92, 72, 9638, No update data, 9g3qrr0wz7bz
Bird, MEX, 5a8e0e80-6eb7-4099-b6c5-a95108ca81a5, 66, 8690, No update data, 9g3qrpje5nw3
Bird, MEX, c41f827e-43e4-4fcb-a1c4-f18af673e911, 38, 4509, No update data, 9g3qrr0wjfhn
Bird, MEX, af3252b2-3591-4690-976f-674cadc7b55f, 62, 8517, No update data, 9g3qx0gxumq0
Bird, MEX, 2fe64eb9-8a16-4a7b-9081-851367052609, 100, 14062, No update data, 9g3qrnzpnrhk
Bird, MEX, aab6fe62-ca6f-499c-ae87-332c5f5b0787, 85, 12358, No update data, 9g3qrppb52kd
Bird, MEX, 890d4dac-c1da-489d-b3a9-6961756c31f2, 78, 11189, No update data, 9g3qrnzzfy7n
Bird, MEX, b779d658-28e0-4ae8-8152-54ed399c63a1, 84, 12191, No update data, 9g3qrnzzfue4
Bird, MEX, 630ac7df-16aa-4d1c-beae-96d3e64ee3ca, 100, 14863, No update data, 9g3qrnznvq4s
Bird, MEX, bacc87c1-a05d-4962-a747-582a93c9bb43, 76, 10855, No update data, 9g3qrr00s8u3
Bird, MEX, 13deb00b-a6b6-4e5d-93ed-e5b9cdf54c67, 72, 9638, No update data, 9g3qrr152s0s
Bird, MEX, 73c5b2d5-2c65-43a9-bba4-572c7e83018a, 52, 6478, No update data, 9g3qrr00xwsn
Bird, MEX, 44f03615-2456-4b07-9647-05b816bdbf3c, 100, 14062, No update data, 9g3qrnznugxt
Bird, MEX, 1c000296-8eef-4d5e-99ce-a26eb0c07e5b, 94, 13861, No update data, 9g3qrnzzg12p
Bird, MEX, 509aa737-7b98-42f4-bfb0-67b06ce84923, 100, 14863, No update data, 9g3qrnznueh3
Bird, MEX, 00aa865d-46aa-4d44-a011-3a04b8b18ab1, 96, 14195, No update data, 9g3qrnznvfkj
Bird, MEX, 87f9d62b-d953-4bd3-ae85-ae3f4935b5a6, 99, 14696, No update data, 9g3qrnznsz97
Bird, MEX, be4e4df7-29d3-4ea1-9a33-3914fa8bbfd3, 100, 14863, No update data, 9g3qrnzntxbv
Bird, MEX, 8ec2068c-bc98-482c-b5fb-105085b934f1, 79, 11356, No update data, 9g3qrr0cb4tr
Bird, MEX, c0dd7a7a-edb0-4e50-b66e-7c3f1cda9949, 92, 13527, No update data, 9g3qrr0c8jmq
Bird, MEX, ebe6469c-4683-4e73-a830-ae7ae56de2f3, 81, 11690, No update data, 9g3qrr0c9xgm
Bird, MEX, 74e1095c-674c-42fd-aad3-eabb28c84168, 78, 11189, No update data, 9g3qrr0c9xgm
Bird, MEX, b7a40648-bc19-4de0-a1f3-b36538e42a09, 87, 12692, No update data, 9g3qrr0c9mmn
Bird, MEX, 1c05d050-24b8-4db8-ae5c-12d4629e481d, 97, 13588, No update data, 9g3qrnyvgzhd
Bird, MEX, 1fcbe12b-38db-4b6f-8b08-9403ac6ebf63, 100, 14062, No update data, 9g3qrnyvfugh
Bird, MEX, 685a37d1-9cf9-4a2f-94a0-e7972178f2fb, 80, 11523, No update data, 9g3qrr0c3vn9
Bird, MEX, 36cd664a-639b-463b-91c2-1fda252ab77d, 100, 14062, No update data, 9g3qrnyvd7zu
Bird, MEX, 6d33eb51-c89c-43a6-baa4-af6a1c90cee4, 88, 12859, No update data, 9g3qrr0c0t29
Bird, MEX, 240f9224-612c-4979-a428-9f9f83c48a93, 100, 14062, No update data, 9g3qrnyve584
Bird, MEX, f64f0044-4aa0-480c-91a2-7ec889493c22, 72, 10187, No update data, 9g3qrr0c04jm
Bird, MEX, d7278e6a-4cfc-4af9-a833-919ec6b111b9, 76, 10855, No update data, 9g3qrr0c1tgm
Bird, MEX, 6aee3618-ebb4-4975-9e95-4e206bab67b0, 60, 7742, No update data, 9g3qrr1vum80
Bird, MEX, c9855653-5004-4c69-b134-474b0b303ec4, 85, 11692, No update data, 9g3qrr11w1rm
Bird, MEX, 66e776a3-f722-4876-b21f-8cf5292ec774, 69, 9686, No update data, 9g3qrr1gpngg
Bird, MEX, 17b51e57-f687-48e9-8786-dfc90837b8ad, 73, 10354, No update data, 9g3qrr45dc7m
Bird, MEX, 3c3d77b7-6300-4109-a8dc-a0535b985c6b, 79, 11356, No update data, 9g3qrr45e93t
Bird, MEX, 14d70115-8081-496b-9cbe-9faed7ab18d4, 72, 9638, No update data, 9g3qrqbvygj9
Bird, MEX, a9308dfa-1e4d-4b19-a6b9-e708f49e0654, 64, 8374, No update data, 9g3qrr1fnfvc
Bird, MEX, f51e7ec1-b4a8-4166-b665-84331e145047, 80, 10902, No update data, 9g3qx32fgw98
Bird, MEX, 9e00b430-8b0c-4cc8-bfaf-651d2b997678, 83, 12024, No update data, 9g3qx32g2d08
Bird, MEX, d6c3969d-fd00-4ed5-a276-b423f443d07d, 92, 12798, No update data, 9g3qrr4v2r5z
Bird, MEX, 982089ad-0506-4d49-83d4-063f0d993206, 16, 835, No update data, 9g3qrr4v9ub6
Bird, MEX, c7663d6e-92b4-4c15-a9ae-5d92fe95af34, 91, 12640, No update data, 9g3qrr4vdp7d
Bird, MEX, 4a1d22ce-a69d-460d-9f28-aade88b67677, 74, 10521, No update data, 9g3qrr4vg083
Bird, MEX, 11b17e8e-8fdd-44f0-9c94-4f114109327b, 93, 12956, No update data, 9g3qrr4v0veg
Bird, MEX, 66e0ddd0-eff8-4df5-8d3a-41419a748d32, 76, 10270, No update data, 9g3qrr4v0d0t
Bird, MEX, 5f81210a-673d-4815-8f32-a9a3ac6bd17f, 89, 12324, No update data, 9g3qrr4v39gw
Bird, MEX, dc677130-4984-4ab0-953f-3b2b0d84a167, 91, 12640, No update data, 9g3qrr4ve586
Bird, MEX, 0eb42102-6f05-4c02-ad44-b0954bc1e669, 91, 12640, No update data, 9g3qrr4v6smn
Bird, MEX, 7f5cad16-e38c-4646-bac3-f951618c2df5, 47, 5688, No update data, 9g3qx8n7ue5d
Bird, MEX, e4e0f5ac-4728-4caf-9cea-a36323c97a85, 62, 8058, No update data, 9g3qrxtxprc3
Bird, MEX, b270a519-8459-40cc-aa7e-66a6e0edcf5e, 88, 12166, No update data, 9g3qrxuhk2ne
Bird, MEX, 24a2cb4e-1603-48fa-853b-db4fb68e9fcd, 89, 12324, No update data, 9g3qrxuhj1uu
Bird, MEX, b077867e-bbb1-45c5-ab67-57971569c879, 100, 14863, No update data, 9g3qrxu4r217
Bird, MEX, 2cce295b-6b19-4cbc-8be3-cba375188d31, 51, 6320, No update data, 9g3qx8yhxv4w
Bird, MEX, 888fe1eb-08a7-432f-95aa-1710ec202bd6, 47, 5688, No update data, 9g3qx8yhv9y7
Bird, MEX, 550b925d-24fc-4d43-94a8-038e36f97eec, 72, 9638, No update data, 9g3qx8gtsn7m
Bird, MEX, 92ae2748-5067-44e3-acd4-6cf98c87f026, 73, 9796, No update data, 9g3qx9h09y2y
Bird, MEX, 6febb32b-1283-4eb6-b4af-9c88d8005294, 55, 7348, No update data, 9g3qrxkm3dfs
Bird, MEX, f1500252-bcd5-410d-87ff-68cb9ed1f8b9, 72, 9638, No update data, 9g3qrxkm3047
Bird, MEX, 4ce11e89-58ad-4eeb-b64c-d38f278a045d, 61, 8350, No update data, 9g3qx8dq3jrm
Bird, MEX, 52a38e84-36f3-4a3f-819c-7015e9f2e054, 71, 9480, No update data, 9g3qx8djxxk7
Bird, MEX, a67bf076-5e81-4af5-8759-0229d2798f7d, 80, 10902, No update data, 9g3qrx78jdb1
Bird, MEX, 606758a6-e90a-42b2-9c03-b0371be61eca, 76, 10270, No update data, 9g3qrxjhkee8
Bird, MEX, f1e3d3ec-54c8-4c6a-88a7-5b6dfd4b7e77, 100, 14062, No update data, 9g3qrxhur336
Bird, MEX, c6bd68cb-862b-43e1-9a6e-8e23c58fa1c1, 100, 14062, No update data, 9g3qrxhunszz
Bird, MEX, def6cc7c-ac22-4781-9662-8b271987242e, 100, 14062, No update data, 9g3qrxhup6c3
Bird, MEX, 4d4ef7f7-4108-4782-a416-15e3e4ba523b, 60, 7742, No update data, 9g3qrxheybw1
Bird, MEX, e272d2e8-d92d-425e-9a8a-8736d5b6e92a, 45, 5372, No update data, 9g3qrxhg21tu
Bird, MEX, 1cb482fe-b69b-4dec-864b-bc5ad605045b, 16, 790, No update data, 9g3qrx9krvpd
Bird, MEX, a80a0e3d-32fb-41be-b5ce-99707bc72d82, 45, 5372, No update data, 9g3qrx9kq3ux
Bird, MEX, d98c91fb-00aa-404b-82d7-c7ec1c1d5864, 51, 6320, No update data, 9g3qrx9km8n5
Bird, MEX, b6e0b502-f16a-4d1d-ada5-2025d875c867, 49, 6004, No update data, 9g3qrx9kjs04
Bird, MEX, 3472d7ed-245c-42d9-ad44-3313c6281c7e, 57, 7682, No update data, 9g3qrxj2e6gy
Bird, MEX, 7cd22206-256e-471a-a89b-18d6ea34a8e1, 61, 7900, No update data, 9g3qx968u2ym
Bird, MEX, 08caf5e1-70a2-4654-876d-8c532fc9af81, 60, 7742, No update data, 9g3qx962w43m
Bird, MEX, 46dcf54d-db6c-4946-a62b-2daa21f267d9, 72, 9638, No update data, 9g3qrx5978nf
Bird, MEX, efc1a8a0-471f-414f-8867-e66703e10ea4, 100, 14062, No update data, 9g3qx91v9y0s
Bird, MEX, 65553a01-93f2-4d7c-b206-5a3b9666bf36, 100, 14062, No update data, 9g3qx91y5102
Bird, MEX, e6f9d55a-8266-42da-b6c9-1f24e7b70760, 100, 14062, No update data, 9g3qx91v8gsh
Bird, MEX, a5b5f20c-206c-4f02-88d5-3a876ddb00b5, 46, 5530, No update data, 9g3qx9t4q9pg
Bird, MEX, 314a2ce1-b16a-4dab-91f9-fb6e98f5f27d, 75, 10688, No update data, 9g3qx91vcv8d
Bird, MEX, fa12b65b-0bbf-4711-bb42-75fcdd9b9ed5, 29, 3006, No update data, 9g3qx91vbcu5
Bird, MEX, 47d314d1-ef25-4069-861d-d25b9da4d842, 99, 14696, No update data, 9g3qx91062f0
Bird, MEX, 5c2c60fb-0604-4866-90ef-f977d73a7cca, 98, 13746, No update data, 9g3qx93cn016
Bird, MEX, fa0264ac-3221-4ece-8f5f-7d3a90abdaf0, 98, 14529, No update data, 9g3qx93buurg
Bird, MEX, 6e922340-e4c8-44e2-bbfb-8e8759cf68f7, 98, 14529, No update data, 9g3qx93bvpub
Bird, MEX, cd01213d-9873-4a73-9113-022b45577801, 96, 14195, No update data, 9g3qx93cje0j
Bird, MEX, c726a384-875e-4fe4-8a57-ed765f268ac7, 100, 14062, No update data, 9g3qx90crf48
Bird, MEX, 8531c2a7-ace9-4174-a5fe-d0177c1e0304, 100, 14062, No update data, 9g3qx93ckb1t
Bird, MEX, de6e1a81-bf8d-4e5e-bde7-e6685d0e2c6d, 99, 14696, No update data, 9g3qx90cnxdb
Bird, MEX, 2fe02f2e-ae04-4fb7-8aad-653eb0d11c04, 98, 14529, No update data, 9g3qx93c791f
Bird, MEX, 93952f2e-6607-49f1-a24b-b2ae076046f3, 100, 14863, No update data, 9g3qx93c4wt7
Bird, MEX, 9f4b996b-4fe8-4e05-95b5-8adb2c9ee207, 100, 14062, No update data, 9g3qx93c7t1u
Bird, MEX, 58f08f43-00d2-4ff8-b7bf-0614e78ce570, 100, 14863, No update data, 9g3qx90ct2pz
Bird, MEX, 00157235-b4c1-453c-8454-20690c046312, 100, 14863, No update data, 9g3qx93c1wee
Bird, MEX, de4f9bf6-4611-4fa5-9948-ec6a9e042f32, 100, 14062, No update data, 9g3qx93c35r2
Bird, MEX, 8185d0f9-7b12-4f6f-bd05-1ec799b10c79, 78, 10586, No update data, 9g3qrx380pvc
Bird, MEX, 9b075f60-095e-4a52-890d-c0563c27d752, 100, 14062, No update data, 9g3qx93c2t0u
Bird, MEX, 60d5cfdc-fd61-4012-b1ea-11b5e13eb9d7, 82, 11857, No update data, 9g3qx91quu9t
Bird, MEX, 82e40fe4-ebdd-4c95-add4-5e59919b26a5, 100, 14863, No update data, 9g3qx939nwdg
Bird, MEX, d5733235-0231-4596-8eba-fa4cca951fe4, 81, 11690, No update data, 9g3qx91rq4rd
Bird, MEX, 69184104-55ef-46da-8c36-2b09bb749843, 99, 13904, No update data, 9g3qx939nppx
Bird, MEX, 895ff1e5-7b82-4b4f-987d-120dfc502d55, 85, 12358, No update data, 9g3qx91rmdn0
Bird, MEX, d63a5384-6800-41a2-a928-ad2a392ba621, 100, 14863, No update data, 9g3qx90fvwnn
Bird, MEX, d00c8363-1378-4f6d-a999-7e929c94c014, 16, 790, No update data, 9g3qx90fdem6
Bird, MEX, 6ac743a3-c57d-4c1d-af18-edb4505a323a, 100, 14062, No update data, 9g3qx90fgw1y
Bird, MEX, c0da171f-a1fa-4dff-a8c5-073473898424, 52, 6478, No update data, 9g3qrx1udmz0
Bird, MEX, fda6d7e1-606d-461c-abf9-dd9253eea5a9, 60, 8183, No update data, 9g3qx90fgpns
Bird, MEX, ff246e70-2d38-48a6-b913-903f706d0d8a, 65, 9018, No update data, 9g3qrx1u9u88
Bird, MEX, 1acfaf02-8a82-4144-964c-c6c7bb75c29c, 83, 11376, No update data, 9g3qrx2x65eb
Bird, MEX, be65d0c8-1f69-4b56-8773-9dea4108bb02, 67, 8848, No update data, 9g3qx9086mp5
Bird, MEX, e7f735cc-9d20-43dc-a863-5ba86879414a, 49, 6004, No update data, 9g3qrx2x3959
Bird, MEX, 1261892c-63f3-49a8-8ad7-1eb8ad6a6764, 44, 5511, No update data, 9g3qx9xm62rr
Bird, MEX, 1ed11453-2cc0-42fc-bf83-b1634471d7a3, 46, 5530, No update data, 9g3qrx2x0x2z
Bird, MEX, 12f22942-6388-4385-8307-5f63b4eccc74, 98, 13746, No update data, 9g3qx902xbpx
Bird, MEX, e719f9a5-3fda-4964-b6e8-c6b69f09f324, 96, 14195, No update data, 9g3qx902vswh
Bird, MEX, 1ff482f5-497d-4140-8c5f-613ff34dab55, 99, 13904, No update data, 9g3qx903txq5
Bird, MEX, 0fec7716-d1b5-4c21-8095-7126ca5ddb20, 99, 14696, No update data, 9g3qx90egv20
Bird, MEX, 067d0ab7-d4e2-44bb-a0ca-1af5b330e21a, 100, 14062, No update data, 9g3qx90su4g1
Bird, MEX, b038e73c-f286-4bc4-b24e-cf55aaeb6662, 100, 14062, No update data, 9g3qx90tm4uy
Bird, MEX, 4ae1c612-557a-419e-8c59-36c014ded148, 72, 10187, No update data, 9g3qx9y89fp5
Bird, MEX, 73e608a8-9824-49ca-a0d6-66883b701f13, 63, 8216, No update data, 9g3qx9eygwyg
Bird, MEX, 8db7513b-6198-4938-8df0-e060df63d40a, 54, 6794, No update data, 9g3qrwczx3rk
Bird, MEX, 3e0a4185-39df-49f5-bb3e-15231c9c2e98, 62, 8058, No update data, 9g3qx9z1n4q8
Bird, MEX, bbf6a29f-b84d-4b00-843a-7069a625a3e1, 25, 2338, No update data, 9g3qx9ydvdnq
Bird, MEX, 4635bcf0-340e-45aa-a6b3-4d594c9cc33c, 82, 11218, No update data, 9g3qrwg0dyet
Bird, MEX, f49fcc3c-61cf-404c-9177-87156f862c19, 81, 11060, No update data, 9g3qrwg06krj
Bird, MEX, 0e656827-ca13-4fff-9bc1-0c0c9c413a21, 64, 8374, No update data, 9g3qrx0fzbfe
Bird, MEX, cff54c80-27e0-4eef-9c7f-77ae7d9134e9, 45, 5372, No update data, 9g3qrx0fvpku
Bird, MEX, b4790cdb-6489-4d10-bb1b-ae5e4358542f, 70, 9853, No update data, 9g3qrx0gh876
Bird, MEX, 3ec7df91-9d64-45d0-b95d-37bd0a69d95b, 67, 8848, No update data, 9g3qx922783y
Bird, MEX, 52118108-00cc-40d7-9def-8a69595f5a03, 48, 5846, No update data, 9g3qrx0fe7ed
Bird, MEX, f913925f-abe4-4a6c-8874-9ab4e054886a, 51, 6320, No update data, 9g3qrwtfx2c2
Bird, MEX, df02c93d-c0ab-47ad-9f57-1a9d3603d8b9, 81, 11060, No update data, 9g3qrwcgh3w3
Bird, MEX, afa8c2d3-670e-4802-bb16-b179c54e35fa, 99, 13904, No update data, 9g3qrwcnteyh
Bird, MEX, f5faf0a5-07c1-4618-98f1-48fdfa0d7c9c, 94, 13114, No update data, 9g3qrwcnt9wn
Bird, MEX, a13b7893-6fd2-4e19-893b-c5a7df1167ea, 93, 12956, No update data, 9g3qrwcnkz1x
Bird, MEX, 8680bebb-c740-4250-be7a-ac55f2d8f105, 96, 14195, No update data, 9g3qrwcnjr5h
Bird, MEX, 160d93d4-0248-44fa-8c0d-8cec26dd5732, 96, 14195, No update data, 9g3qrwcnkc3d
Bird, MEX, 50faa0c0-f033-4e03-822b-0f619c312313, 94, 13861, No update data, 9g3qrwcnhuxv
Bird, MEX, ad03bce2-24bc-40be-aa2c-760200738d20, 74, 9954, No update data, 9g3qrwcnhqy6
Bird, MEX, ba8eb21f-8f53-48f1-8ec0-2f7d9c0657fd, 36, 4175, No update data, 9g3qrwcn10p2
Bird, MEX, 0149f2e3-0087-4e04-99d4-17d90cd46d2d, 52, 6478, No update data, 9g3qrwcjc0x3
Bird, MEX, fd045d80-3d23-40ff-9dbb-a0ca855fd917, 78, 10586, No update data, 9g3qrwcjc0d3
Bird, MEX, a54f897c-452f-4c4f-8b3a-88ba6dafc71d, 69, 9164, No update data, 9g3qrwe7jhsu
Bird, MEX, 7b00525b-2fb2-4960-85a8-2f670778202e, 69, 9164, No update data, 9g3qx9zvw3kz
Bird, MEX, f17d49c5-1830-4e58-a34d-1dd840990418, 55, 7348, No update data, 9g3qx92hm6xu
Bird, MEX, d0a37f46-5dfb-47e6-a34f-595fffcaa269, 81, 11690, No update data, 9g3qx92hhm8j
Bird, MEX, ba802777-72c1-4a90-b15c-46ea347ad581, 89, 12324, No update data, 9g3qrws2j3g5
Bird, MEX, 1ef274d4-8a36-4fac-ba02-17bb35defcbd, 53, 6636, No update data, 9g3qx9fyn4zs
Bird, MEX, 885feb3f-9280-4dca-a71f-c18642dfce64, 64, 8374, No update data, 9g3qrwms700d
Bird, MEX, 19505d16-1972-487b-a7b7-592382107608, 56, 7110, No update data, 9g3qrwkeqdpz
